concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Newton is perhaps best known for his law of universal gravitation.,Isaac Newton,0.9974023956281296,0.0,1.0,0.9974023956281296,-1.5658611505724755,0.4925484719775435,0.0006052830502084976,-7.409814357757568,0.4190133825912125,-0.8716105222702026,4.786795313032211,0.13032509111767418,4.137562217264657,2.567583485711336,-21.922056108014658,-5.858915940701846,-1.6249637636991048,0.46726978719795864,0.0006052830502084976,-7.409814357757568,0.39418872438228786,-0.9309254884719849,5.078235017393896,0.11975150848215738,4.457241705754793,2.231656848095526,-17.874601400690153,-5.3893951021136655,4.786795313032211,5.078235017393896,0.20890803441656808,0.3894712696062364,0.19691881068418743,0.4480975652029075,5.45259777448731,14.0,4.929073217231982,11.0,1.4572680528583997,1.4861714932498582
Isaac Newton formulated laws of motion.,Isaac Newton,0.992614353227618,0.0,1.0,0.992614353227618,-1.56234507350665,0.46827653363559946,0.0058310402720141916,-5.144559860229492,0.3449897903326224,-1.0642404556274414,4.769994126256145,0.14812335736602944,2.8714166095266465,1.511306516981199,-14.06110566155985,-4.68703522051995,-1.7255430883378722,0.43011696211771344,0.0058310402720141916,-5.144559860229492,0.2675436056344955,-1.3622295260429382,5.615569952252649,0.15353340095092521,2.9906413573138115,1.312688282908964,-13.804344706702977,-4.880572875973148,4.769994126256145,5.615569952252649,0.20964386402397445,0.6616791423605303,0.17807631433722174,0.7617954795665308,5.955112281244773,9.0,6.094363836532247,8.0,1.985037427081591,2.1546829979150077
Newton's laws of motion describe the relationship between a body and the forces acting upon it.,Isaac Newton,0.9974369066472814,0.0,1.0,0.9974369066472814,-1.0066962171229534,0.5549387534141422,0.021748803693154475,-3.8281965255737305,0.639907193248084,-0.44645819067955017,2.736545113000393,0.11888844977508987,1.297168265166445,3.825159938507876,-20.133924342459068,-4.502082348357622,-1.0977510099454473,0.5431691420743192,0.021748803693154475,-3.8281965255737305,0.6445275098994908,-0.4392377734184265,2.99741727621419,0.1334969383204211,1.4998208477052861,2.6668567380944146,-16.46626514918171,-4.2515713798010895,2.736545113000393,2.99741727621419,0.3654242699122119,0.2614269771919868,0.33362054990989576,0.37497327311047973,5.228539543839736,20.0,5.624599096657196,15.0,1.169136984307139,1.4522652420297735
Newton's laws of motion are still widely used in physics today.,Isaac Newton,0.9671899369955486,0.0,1.0,0.9671899369955486,-1.4349892035592346,0.3935717627243939,0.021748803693154475,-3.8281965255737305,0.23167425506234937,-1.4624229669570923,4.199599667814112,0.11071664647549136,1.2878383526955874,3.349065482733027,-21.52483805338852,-5.5576892873723605,-1.4929522146121599,0.40053853422813246,0.021748803693154475,-3.8281965255737305,0.2859812435320757,-1.2701926231384277,4.45021413218316,0.12374705465994475,1.5017754563121424,2.464040424371721,-17.91542657534592,-5.171738177961471,4.199599667814112,4.45021413218316,0.23811793482698773,0.2985907576772561,0.22470828825250838,0.4058374976761913,4.478861365158842,15.0,4.870049972114296,12.0,1.1564370318154673,1.405862331183559
Newton's laws of motion are still widely used in engineering today.,Isaac Newton,0.9845593000943218,0.0,1.0,0.9845593000943218,-1.4928531026312462,0.38077406390404334,0.02174886591706997,-3.8281936645507812,0.20095366983899082,-1.6046808958053589,4.449773084501945,0.11413747157572893,1.2993192088787333,3.2628843222874453,-22.39279653946869,-5.7817952048248875,-1.5652825379705366,0.3845412409532584,0.02174886591706997,-3.8281936645507812,0.22181270794564525,-1.5181534886360168,4.784026414078354,0.12819474935016806,1.5066949401283403,2.377859723832446,-18.78339045564644,-5.42229776793066,4.449773084501945,4.784026414078354,0.22473056063979677,0.3064773069548938,0.2090289462150996,0.42054625425434233,4.597159604323407,15.0,5.046555051052108,12.0,1.1869815058268023,1.4568149586026
Isaac Newton formulated the law of universal gravitation.,Isaac Newton,0.9967646667067112,0.0,1.0,0.9967646667067112,-0.9977731504671586,0.602877613657257,0.005831087539969209,-5.144551753997803,0.6310170441890145,-0.47181345522403717,2.7122353586271024,0.13805283907633495,2.022356047149971,1.9537848569984808,-11.973277805605903,-3.4563875820743704,-1.1632919172057883,0.552838531344148,0.005831087539969209,-5.144551753997803,0.44321480006499925,-0.836263120174408,3.2004515755399194,0.147396251829448,2.257923849081197,1.7017440624950244,-11.632919172057882,-3.6786520420343076,2.7122353586271024,3.2004515755399194,0.3686995661417034,0.511827080867163,0.3124559070484605,0.587632430774486,6.141924970405956,12.0,5.87632430774486,10.0,1.7730210175031815,1.858256908228599
The law of universal gravitation states that every particle of matter in the universe attracts every other particle.,Isaac Newton,0.99163538074179,0.0,1.0,0.99163538074179,-0.8542075412908823,0.6963585275180766,0.006758628003526633,-4.9969353675842285,0.9538776498960366,-0.04722694307565689,2.349511751594374,0.14164018916287394,2.0848594268049907,2.384934013617941,-18.79256590839941,-4.006588513830777,-0.8858730768757489,0.6744440837928334,0.006758628003526633,-4.9969353675842285,0.9502888173160273,-0.05098932236433029,2.4251007668728257,0.1404026984464347,2.114673901681261,2.115116661974552,-15.059842306887731,-3.6525482668496263,2.349511751594374,2.4251007668728257,0.4256203440231367,0.41929881258349855,0.41235399933071765,0.4727871601495765,9.224573876836969,22.0,8.0373817225428,17.0,1.9666857586168922,1.9493513997325167
The force of attraction is directly proportional to the product of their masses.,Isaac Newton,0.9753516522844796,0.0122778678400348,1.0,0.9753516522844796,-1.4604797365500417,0.48478140453022855,0.015997244612933306,-4.13533878326416,0.400613162034411,-0.9244906902313232,4.308025750095372,0.16754695345395448,2.196045750598009,2.3574650612811867,-23.367675784800667,-5.841918946200167,-1.4838733448938002,0.43114990154636434,0.021860063505358455,-3.823093891143799,0.2848773497177802,-1.2784736156463623,4.409994070472537,0.14824818391115793,1.6911220154388957,1.7766350561902184,-14.838733448938001,-4.692419529076992,4.308025750095372,4.409994070472537,0.23212488922051167,0.42418444134079364,0.22675767450472978,0.5628617968083893,6.786951061452698,16.0,5.628617968083893,10.0,1.6967377653631746,1.779925285809403
The force of attraction is inversely proportional to the square of the distance between the particles.,Isaac Newton,0.9779599389549956,0.0,1.0,0.9779599389549956,-1.1268888106347905,0.5976764258933682,0.015997412431588077,-4.13532829284668,0.6851942187362567,-0.3780529499053955,3.0860402932201803,0.15382221085293737,2.154656722300333,2.7826838115353847,-23.6646650233306,-5.164053274532685,-1.1022179086099972,0.6147568660013917,0.02186009998830586,-3.823092222213745,0.8527273347220495,-0.15931543707847595,3.010836384026975,0.15797184884075022,2.1518963490872136,1.3183944069015223,-12.124396994709969,-3.6556432400695993,3.0860402932201803,3.010836384026975,0.3240398390769335,0.359365299016217,0.3321336241667527,0.7584983634375316,7.546671279340558,21.0,8.343481997812848,11.0,1.646818684882254,2.5156544756209174
The law of universal gravitation helped to explain the motion of planets.,Isaac Newton,0.9916045512770492,0.0,1.0,0.9916045512770492,-1.8876083476934582,0.4147718469249599,0.00025403366840658716,-8.278043746948242,0.3409585875670085,-1.0759942531585693,6.603556368982718,0.14006110958414683,4.649308427057834,2.6974678676101487,-28.314125215401873,-7.310675694778863,-2.059483441035263,0.37223052752269953,0.00025403366840658716,-8.278043746948242,0.3003129413915857,-1.2121741771697998,7.841917950878131,0.11520961723923873,5.610829757079612,2.0843064376226885,-20.594834410352632,-6.512658477072514,6.603556368982718,7.841917950878131,0.15143355248651427,0.3707180396873313,0.12751982439296256,0.4797759014459394,5.560770595309969,15.0,4.797759014459394,10.0,1.4357847938476944,1.5171846150296402
The law of universal gravitation helped to explain the motion of other celestial bodies.,Isaac Newton,0.997018547483458,0.0,1.0,0.997018547483458,-1.9605327353569202,0.4711558173525663,0.00025038615345861464,-8.292506217956543,0.3449924635321867,-1.0642327070236206,7.103110135292719,0.15926640622008598,6.365199238278776,2.8720084968922124,-37.25012197178148,-8.545764068924186,-2.1093443297650083,0.46090636606419283,0.00025038615345861464,-8.292506217956543,0.34297798461590767,-1.0701062679290771,8.242834930911592,0.15185322356956,7.643967770125442,2.2588475961332577,-29.530820616710116,-7.892443792714972,7.103110135292719,8.242834930911592,0.14078340064465156,0.3481883849167214,0.12131748462532999,0.442703616530757,6.615579313417705,19.0,6.197850631430598,14.0,1.5177179831666303,1.6564452569438453
Isaac Newton worked on motion.,Isaac Newton,0.9894377207911632,0.0,1.0,0.9894377207911632,-2.749881629699043,0.2573770868551941,0.0009918999531164255,-6.91588830947876,0.18150152340103298,-1.706491231918335,15.640780370728546,0.1031746904530163,5.319876819012171,1.2364332382265977,-19.2491714078933,-7.2755029270486755,-2.9237800293291607,0.2700230140975543,0.0009918999531164255,-6.91588830947876,0.1372062335586326,-2.0667041540145874,18.611506701931248,0.1192510358644522,5.994838381756786,0.926702479962914,-17.542680175974965,-7.16176919199608,15.640780370728546,18.611506701931248,0.06393542881475933,0.8087779987492806,0.053730201214511754,1.07909498638659,5.661445991244964,7.0,6.47456991831954,6.0,2.139825450551105,2.643232100642705
Isaac Newton worked on gravitation.,Isaac Newton,0.9975435383519652,0.0,1.0,0.9975435383519652,-2.053425997728482,0.32260235887239014,0.004407414305370968,-5.424467086791992,0.1920709378869238,-1.6499432921409607,7.794559557673761,0.10236166897590065,3.2134014015530634,1.6633237227172228,-16.427407981827855,-5.807965790634246,-2.1029884477279017,0.3427595592634599,0.004407414305370968,-5.424467086791992,0.19404436419194346,-1.6396684646606445,8.190610586136618,0.11373426272304053,3.652807253032513,1.3535926587313714,-14.720919134095311,-5.563984442729784,7.794559557673761,8.190610586136618,0.12829461274890097,0.601205878532406,0.12209101989204497,0.7387746923341256,4.809647028259248,8.0,5.17142284633888,7.0,1.7004670143979204,1.9546141108243527
Isaac Newton made important contributions to optics.,Isaac Newton,0.9938339897476326,0.0,1.0,0.9938339897476326,-1.7529576034285128,0.4503400219827804,0.004001695623757522,-5.5210371017456055,0.2806775844521482,-1.2975125312805176,5.771647702399269,0.1560871803403789,3.5887820989170884,1.5806741686657262,-17.529576034285128,-5.543338668544287,-1.9322306895628572,0.4037341163566486,0.004001695623757522,-5.5210371017456055,0.21636661234910198,-1.5307810306549072,6.904895753941479,0.15170909598587973,3.666147271342111,1.4593381704991009,-17.390076206065714,-5.7966920686885715,5.771647702399269,6.904895753941479,0.17326074832743185,0.6326414512385667,0.1448247787707984,0.6852421325058571,6.326414512385668,10.0,6.167179192552714,9.0,2.0005879281482226,2.0557263975175712
Isaac Newton studied the nature of light.,Isaac Newton,0.9986245247344342,0.0,1.0,0.9986245247344342,-1.9022677955735061,0.37139543987332435,0.003138180844932178,-5.7641119956970215,0.28978694049514475,-1.2386093139648438,6.701073889536522,0.12343915542792766,3.4663320660285937,1.7993790825088618,-17.120410160161555,-5.706803386720519,-2.195800189727119,0.3115606590843896,0.003138180844932178,-5.7641119956970215,0.28978694049514475,-1.2386093139648438,8.987189637145049,0.09587046068691173,3.8576658797894363,1.4786436260309552,-15.370601328089833,-5.809541230806402,6.701073889536522,8.987189637145049,0.14922981248743772,0.5557472628867659,0.11126948917010601,0.6762954794484504,5.001725365980893,9.0,4.7340683561391526,7.0,1.6672417886602977,1.7893096514177935
Isaac Newton studied the nature of color.,Isaac Newton,0.9892975778532386,0.0,1.0,0.9892975778532386,-2.1844412569577494,0.332648138908185,0.003138185334139097,-5.764110565185547,0.19009701303199325,-1.660220742225647,8.885682352895262,0.13546019374775053,3.56785037808778,1.5298080828398133,-19.659971312619746,-6.553323770873249,-2.5585945719586953,0.26174271271792876,0.003138185334139097,-5.764110565185547,0.19009701303199325,-1.660220742225647,12.917649724761809,0.1048128685439522,3.74595684150903,1.209072688184004,-17.910162003710866,-6.769404943242463,8.885682352895262,12.917649724761809,0.11254059736607233,0.6536767658748933,0.07741346307626709,0.8270801332068581,5.88309089287404,9.0,5.789560932448007,7.0,1.9610302976246798,2.188248346787521
Isaac Newton discovered that white light is composed of a spectrum of different colors.,Isaac Newton,0.9971244892236906,0.0,1.0,0.9971244892236906,-0.9568375918315724,0.5341039978369002,0.0454152962384766,-3.0919063091278076,0.48796219787950224,-0.7530021965503693,2.6034502689666796,0.12127531022001022,0.8648996736324316,3.327231949663627,-15.309401469305158,-3.8273503673262894,-1.1558010953788955,0.4610798736287556,0.0454152962384766,-3.0919063091278076,0.3229913205881571,-1.1324548721313477,3.1765671317627104,0.11740246667106585,0.9376508647071263,2.674235250198599,-13.869613144546747,-4.003812441280019,2.60345026896668,3.1765671317627104,0.3841056662076761,0.30055013149927734,0.31480524683421046,0.37393868019866094,4.808802103988437,16.0,4.487264162383932,12.0,1.2022005259971094,1.2953615860386616
Isaac Newton invented the reflecting telescope.,Isaac Newton,0.9903094697443446,0.0,1.0,0.9903094697443446,-1.28344658081769,0.5655311619526726,0.0023587476842448158,-6.049624443054199,0.5539993912373498,-0.591751754283905,3.6090572217153802,0.14781869004739967,3.2712386906112734,1.566182557317087,-12.834465808176901,-4.058614450539272,-1.3656545619726077,0.5638492030804402,0.0023587476842448158,-6.049624443054199,0.5273299906719348,-0.6399287581443787,3.918286974429341,0.16421469908507635,3.5671281345790757,1.2505456637342238,-12.29089105775347,-4.096963685917824,3.60905722171538,3.918286974429341,0.2770806719225974,0.6384951711587358,0.25521356820620317,0.7996509275910201,6.384951711587358,10.0,7.196858348319181,9.0,2.019099015880656,2.39895278277306
The reflecting telescope uses a mirror to gather light.,Isaac Newton,0.9959840670133898,0.0,1.0,0.9959840670133898,-2.0133550095443544,0.41035855825232365,3.044425107656972e-05,-10.399613380432129,0.39907987079242774,-0.91859370470047,7.488398899148206,0.10041577814427015,7.493666866776267,2.8709256921873214,-26.173615124076605,-7.259254722624459,-2.104360082373023,0.4389837759500915,3.044425107656972e-05,-10.399613380432129,0.38169675866978536,-0.9677743315696716,8.20185281973723,0.11400111982859565,9.193666335072752,2.0614494053683567,-21.04360082373023,-6.654570877438301,7.488398899148206,8.20185281973723,0.13353989463805788,0.34831970842063587,0.12192367041670932,0.48509558245564205,4.528156209468267,13.0,4.85095582455642,10.0,1.2558845689652685,1.534006923445845
The reflecting telescope uses a mirror to focus light.,Isaac Newton,0.9894290869952808,0.0,1.0,0.9894290869952808,-2.0366889499127865,0.4088757782099292,3.044425107656972e-05,-10.399613380432129,0.3990799421534759,-0.9185935258865356,7.6651873164085265,0.10401077464516303,7.497223148381672,2.800365568655129,-26.476956348866224,-7.343386441081461,-2.134694592282176,0.43705608011920916,3.044425107656972e-05,-10.399613380432129,0.38170005123090867,-0.9677658975124359,8.454464053958958,0.11878410982990013,9.192556284120872,1.990889344027717,-21.34694592282176,-6.750497020456172,7.6651873164085265,8.454464053958958,0.13045995599603213,0.3570962345749195,0.11828070870225436,0.5022880869797243,4.642251049473954,13.0,5.022880869797242,10.0,1.287528784034989,1.588374396424694
The reflecting telescope does not use a lens to gather light.,Isaac Newton,0.9863325494452648,0.0,1.0,0.9863325494452648,-1.98153083845973,0.44761385726569325,3.044457045114858e-05,-10.399602890014648,0.4787665236726991,-0.7365422248840332,7.253838945571191,0.11072992786066563,7.983173411987554,3.123687603536908,-29.722962576895952,-7.674435937350954,-1.9663290297612548,0.5031646243568801,3.044457045114858e-05,-10.399602890014648,0.49129177832514254,-0.7110421657562256,7.144401405396948,0.11336258972688308,9.636785490247746,2.384783526376764,-23.595948357135057,-6.811563567888217,7.253838945571191,7.144401405396948,0.13785803731009866,0.32013444586062767,0.13996973899655057,0.41932527163977623,4.802016687909415,15.0,5.031903259677315,12.0,1.2398753773655509,1.4525853507554263
The reflecting telescope does not use a lens to focus light.,Isaac Newton,0.9953474341723544,0.0,1.0,0.9953474341723544,-1.9719207741320133,0.44950804055683696,3.044451238279413e-05,-10.399604797363281,0.49031895313049606,-0.7126991748809814,7.184462974378712,0.10978912162419015,7.989451368483734,3.140759763775532,-29.5788116119802,-7.637216318253724,-1.954316350010534,0.5055323924713996,3.044451238279413e-05,-10.399604797363281,0.4970692993552628,-0.699118047952652,7.059091425916682,0.11192240759834145,9.644238829791465,2.401855456236797,-23.45179620012641,-6.769950424561613,7.184462974378712,7.059091425916682,0.13918924818266973,0.3183942979446133,0.14166129033668687,0.4163447876945892,4.7759144691692,15.0,4.996137452335071,12.0,1.2331358134668897,1.442260651507012
Isaac Newton was a member of the Royal Society of London.,Isaac Newton,0.992892802436984,0.0,1.0,0.992892802436984,-1.3161162860118425,0.4543670042638669,0.006720622842695479,-5.002574443817139,0.3663713098284583,-1.00410795211792,3.728911194233194,0.1020500650592883,1.9210840621755891,2.992898168883499,-17.109511718153954,-4.745324753688927,-1.582245536323171,0.42740882501130406,0.006720622842695479,-5.002574443817139,0.43172833127378674,-0.8605600595474243,4.865870040421805,0.10577344082308203,2.6965700810154996,1.708840596420511,-12.657964290585369,-4.47526619294504,3.728911194233194,4.865870040421805,0.26817479631762536,0.33412429811237115,0.20551309255956077,0.585192089943725,4.343615875460825,13.0,4.6815367195498,8.0,1.20470228922257,1.6551731803837437
Isaac Newton was elected as the president of the Royal Society of London.,Isaac Newton,0.99923949742878,3.117914862097796e-05,1.0,0.99923949742878,-1.5057235017729302,0.428630233876264,0.0016077294467964224,-6.432932376861572,0.34499151762843444,-1.0642354488372803,4.507413572570356,0.1150287019123457,2.6872744390822887,3.2709506060740945,-22.585852526593953,-5.831642046359672,-1.7739263666897185,0.42258659673514,0.0016077294467964224,-6.432932376861572,0.28588127721592976,-1.25217866897583,5.893949797327431,0.13256275665772654,3.881096626833705,1.7113103633334683,-15.965337300207466,-5.321779100069155,4.507413572570356,5.893949797327431,0.22185672202024037,0.30572152271055963,0.1696655102921716,0.5843475394212514,4.585822840658394,15.0,5.259127854791263,9.0,1.18405436603517,1.7530426182637544
Isaac Newton was elected as the president of the Royal Society of London in 1703.,Isaac Newton,0.9989232308324032,0.0,1.0,0.9989232308324032,-1.0725005987083673,0.5819909529214036,0.0016077263802987845,-6.432934284210205,0.5576740872298475,-0.5839805603027344,2.922678816716497,0.13255512876456935,2.3460186125670246,3.624928358188805,-22.522512572875712,-4.914815176466551,-1.0795106603805575,0.6529479110348148,0.0016077263802987845,-6.432934284210205,0.8731774710239126,-0.1359056979417801,2.94323895519369,0.14574368822227782,3.244197642225962,1.7068584176833166,-15.113149245327804,-4.039159036514128,2.922678816716497,2.94323895519369,0.3421518622848393,0.27586752100658063,0.33976174385548374,0.585871674908619,5.793217941138193,21.0,8.202203448720667,14.0,1.264183796792476,2.1921310801234557
