concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized_v2_no_stopwords
Musk received a bachelor's degree in physics.,Elon Musk,0.997073418812376,0.0,1.0,0.997073418812376,-2.0086908796617466,0.504376647993354,0.00019833808352155263,-8.525537490844727,0.5647916927472648,-0.5712983012199402,7.453553359301085,0.1451126276931177,7.18415438110548,1.9365068569592976,-26.112981435602705,-7.242437963177293,-2.2440341085146596,0.5047515241036611,0.00019833808352155263,-8.525537490844727,0.5647916927472648,-0.5712983012199402,9.431301541739474,0.16919082939778105,8.120898939182807,1.27024485356213,-24.684375193661253,-7.442619154702799,7.453553359301085,9.431301541739474,0.13416419683265934,0.5163937304979129,0.10602990431112477,0.7872497945539506,6.713118496472869,13.0,8.659747740093458,11.0,1.8618840736383575,2.611012184819828
Musk received a bachelor's degree in economics.,Elon Musk,0.9960139803500652,0.0,1.0,0.9960139803500652,-2.091461558807798,0.468204714027256,0.00019833865097217303,-8.525534629821777,0.45064639598858525,-0.7970722913742065,8.09674038279483,0.15625410617548055,6.768380168084773,1.8636815989753373,-27.189000264501374,-7.540871890943359,-2.3418539722485794,0.4620029029583701,0.00019833865097217303,-8.525534629821777,0.45064639598858525,-0.7970722913742065,10.40050093951708,0.18210895263932453,7.582014953111341,1.197419352110825,-25.760393694734375,-7.767050939751906,8.09674038279483,10.40050093951708,0.12350649183774624,0.5365723418366128,0.09614921490949188,0.8351293122473662,6.975440443875967,13.0,9.186422434721027,11.0,1.934639091487699,2.76981058015207
Elon Musk founded Zip2.,Elon Musk,0.9988353369470724,8.929367448671744e-06,1.0,0.9988353369470724,-1.3172071985289222,0.5618493946890464,0.004755218418564655,-5.348512649536133,0.527151476718339,-0.6509108245372772,3.7329813298073313,0.1440541200445587,3.181564541110143,1.5685026735163643,-13.172071985289222,-4.1653748977209855,-1.4635479915757768,0.5131815553543997,0.004755218418564655,-5.348512649536133,0.4506472823898626,-0.797070324420929,4.321264170793771,0.13637454752781303,3.32091543524878,1.5683626320248734,-13.17193192418199,-4.39064397472733,3.7329813298073313,4.321264170793771,0.2678824005936329,0.637550714375347,0.23141376237970437,0.6376076422510305,6.37550714375347,10.0,5.738468780259274,9.0,2.0161123812935515,1.9128229267530914
Zip2 was a company.,Elon Musk,0.9975646388155568,0.0,1.0,0.9975646388155568,-3.2098030047491193,0.31456217817375215,1.3619446223810523e-05,-11.204011917114258,0.24964394021339342,-1.4245077967643738,24.774205343051314,0.07990476559559957,14.993666435973665,1.7805296876759995,-25.678424037992954,-9.078693883724233,-3.8047214609881244,0.3362345310927512,1.3619446223810523e-05,-11.204011917114258,0.31689893307855554,-1.2472516298294067,44.912738420816765,0.10318293845820846,18.550917377667428,1.1057200264822458,-22.828328765928745,-9.319626192837438,24.77420534305132,44.912738420816765,0.04036456411630094,0.5616306242583519,0.022265398084399736,0.9043880693573173,4.493044994066815,8.0,5.426328416143903,6.0,1.5885312917404582,2.21528929938623
Zip2 provided city guide software.,Elon Musk,0.9939458594133116,0.0,1.0,0.9939458594133116,-3.338383097615507,0.3375600384231418,1.3619537143726472e-05,-11.204005241394043,0.3225041604619733,-1.1316392421722412,28.173535999943113,0.11488610994185369,13.471227265928217,1.4830378277216971,-30.045447878539562,-10.015149292846521,-3.338383097615507,0.3375600384231418,1.3619537143726472e-05,-11.204005241394043,0.3225041604619733,-1.1316392421722412,28.173535999943113,0.11488610994185369,13.471227265928217,1.4830378277216971,-30.045447878539562,-10.015149292846521,28.17353599994312,28.17353599994312,0.035494302170732815,0.6742916339067633,0.035494302170732815,0.6742916339067633,6.068624705160869,9.0,6.068624705160869,9.0,2.02287490172029,2.02287490172029
Zip2 provided software to newspapers.,Elon Musk,0.9955013483836488,0.0,1.0,0.9955013483836488,-3.1088882063825927,0.25528669765118933,1.361943323530065e-05,-11.204012870788574,0.125001012568817,-2.0794334411621094,22.39613067871085,0.08324008534791058,10.57780085494712,1.718296315471941,-27.979993857443333,-9.326664619147778,-3.3056219862774014,0.2602660573496096,1.361943323530065e-05,-11.204012870788574,0.11063157924554409,-2.210056781768799,27.26549507962129,0.09342194980934315,11.551688340450218,1.387573900602828,-26.44497589021921,-9.34971089014438,22.39613067871085,27.26549507962129,0.0446505699732576,0.5819718002045203,0.03667639252761699,0.7206823359574236,5.237746201840683,9.0,5.765458687659389,8.0,1.745915400613561,2.0383974673474237
Elon Musk founded Zip2 with his brother Kimbal.,Elon Musk,0.9978292584745432,0.0,1.0,0.9978292584745432,-1.1718654024628146,0.58311023025484,0.004755168534599885,-5.348523139953613,0.6036540878988905,-0.5047539472579956,3.2280085608452542,0.14120414700638614,2.6055020189092892,2.327919233560153,-17.57798103694222,-4.538615187735133,-1.1188107035033261,0.5922028564578667,0.004755168534599885,-5.348523139953613,0.6036540878988905,-0.5047539472579956,3.0612113495721727,0.12747165075800992,2.6313886168580045,2.181706383260118,-14.54453914554324,-4.033929359019181,3.2280085608452542,3.0612113495721727,0.3097885216692703,0.4295681678228465,0.32666806888056177,0.4583568199977958,6.443522517342697,15.0,5.958638659971345,13.0,1.6637103600387173,1.6526290169606708
"In 1999, Compaq acquired Zip2.",Elon Musk,0.9990080546034206,0.0,1.0,0.9990080546034206,-1.775341618149696,0.4613502279509995,6.778189002271671e-05,-9.599215507507324,0.39051489368655945,-0.9522868990898132,5.902297123772838,0.13931205056499832,5.972153665069108,2.9691803528730665,-28.405465890395135,-7.101366472598784,-1.6263305188770443,0.45600015963400053,6.778189002271671e-05,-9.599215507507324,0.39051489368655945,-0.9522868990898132,5.085180466681916,0.1239507824618603,5.51772824710603,2.943024346015454,-22.76862726427862,-6.08517159929219,5.902297123772838,5.085180466681916,0.16942556076553206,0.33679328338286035,0.19664985472039714,0.33978651972549767,5.388692534125766,16.0,4.757011276156968,14.0,1.3471731335314414,1.271364741457118
Compaq acquired Zip2 for $307 million.,Elon Musk,0.9968409433531584,0.0,1.0,0.9968409433531584,-2.2342499889433385,0.4555328730824936,2.3705755974142055e-05,-10.649792671203613,0.4506467988980406,-0.7970713973045349,9.339474515585046,0.1241655510756819,9.288087618711693,2.6933612018935578,-33.513749834150076,-8.653212998441655,-1.8994697054418235,0.5135606991042393,2.3705755974142055e-05,-10.649792671203613,0.643808210616454,-0.4403544068336487,6.682349888751774,0.11709197783648509,8.875382911648575,2.397139363337337,-24.693106170743704,-6.848635419160975,9.339474515585046,6.682349888751774,0.10707240523342847,0.37128328695644447,0.1496479556814698,0.41716389764163875,5.569249304346667,15.0,5.423130669341303,13.0,1.437973987107459,1.5041058232193396
Elon Musk used the money from the sale of Zip2.,Elon Musk,0.9982447281945838,0.0,1.0,0.9982447281945838,-1.7440364659323677,0.5239143514158717,0.0005176978861641948,-7.5661187171936035,0.48618177725746436,-0.7238507866859436,5.720387031385811,0.17409380692229315,5.32651647573227,2.0432677727335435,-27.904583454917884,-6.976145863729471,-1.9789354562526569,0.5139444345954712,0.0005176978861641948,-7.5661187171936035,0.4506477121608065,-0.7970693707466125,7.235036870878182,0.17913534873615514,6.640818294734942,1.30131346035679,-21.768290018779226,-6.563386392720836,5.720387031385811,7.235036870878182,0.1748133464594863,0.4894121139404899,0.13821629631565663,0.7684543582034594,7.830593823047838,16.0,8.452997940238054,11.0,1.9576484557619596,2.548674774674242
Elon Musk co-founded X.com.,Elon Musk,0.9979530694256126,0.0,1.0,0.9979530694256126,-1.4247154549297052,0.5924798612956944,0.0003790183743953764,-7.877925872802734,0.7500824050655567,-0.2875722050666809,4.156674913110246,0.15438681270314386,5.10484698253639,1.7754480970732167,-18.52130091408617,-5.136884625695057,-1.543430071081578,0.5585315206785967,0.0003790183743953764,-7.877925872802734,0.6003647497153801,-0.5423214733600616,4.680617618941423,0.1522700126298975,5.347039816602632,1.775308055581725,-18.521160852978937,-5.346598602085875,4.156674913110246,4.680617618941423,0.24057690844332752,0.5632380927656944,0.21364701870821948,0.5632825226336983,7.322095205954027,13.0,6.759390271604379,12.0,2.030783823761254,1.9512678964342627
com was an online payment company.,Elon Musk,0.9815299207627612,0.0096225786431506,1.0,0.9815299207627612,-5.2176994532346725,0.1409851433850044,3.3426614641293373e-07,-14.911328315734863,0.015641489204830702,-4.1704792976379395,184.50922334016408,0.052383292118067394,18.83986858369249,0.92174582109171,-41.74159562587738,-14.757882662302311,-4.6761578520139055,0.18714807771033992,3.3426614641293373e-07,-14.911328315734863,0.023926557406171903,-3.7631826400756836,107.35679844268911,0.061318626167018685,23.203424015401023,0.8943236926236546,-28.056947112083435,-11.454200694143081,184.50922334016408,107.35679844268913,0.00541978326013754,1.0848977853955513,0.009314733808253753,1.1181633766923087,8.67918228316441,8.0,6.708980260153853,6.0,3.0685543237898485,2.7389297219636126
com later became PayPal.,Elon Musk,0.9990582512739375,0.0,1.0,0.9990582512739375,-6.337777493255479,0.21579680439529855,3.342664651941244e-07,-14.911327362060547,0.002354620135174619,-6.051375865936279,565.5380015757513,0.0971793943984467,31.059137989297366,0.8007320480175042,-44.36444245278835,-16.768183112016338,-6.337777493255479,0.21579680439529855,3.342664651941244e-07,-14.911327362060547,0.002354620135174619,-6.051375865936279,565.5380015757513,0.0971793943984467,31.059137989297366,0.8007320480175042,-44.36444245278835,-16.768183112016338,565.5380015757513,565.5380015757513,0.0017682277711024066,1.2488572206843154,0.0017682277711024066,1.2488572206843154,8.742000544790207,7.0,8.742000544790207,7.0,3.304165628958008,3.304165628958008
PayPal was acquired by eBay.,Elon Musk,0.9965989950637812,0.0,1.0,0.9965989950637812,-2.2679670123745583,0.4324099731740418,1.3654417164619614e-05,-11.201447486877441,0.4506484374002037,-0.7970677614212036,9.659742701116974,0.12251730775458983,11.077978177150479,1.7324464363089005,-20.411703111371025,-6.803901037123675,-2.655003054034231,0.40716461219983985,1.3654417164619614e-05,-11.201447486877441,0.4506484374002037,-0.7970677614212036,14.225029502991218,0.12315332424923944,13.40654142228436,1.281973829632284,-18.585021378239617,-7.024477811091558,9.659742701116974,14.225029502991218,0.10352242610813725,0.5772184230587646,0.07029862397049662,0.7800471248986696,5.194965807528881,9.0,5.460329874290687,7.0,1.7316552691762939,2.0638107033928197
The acquisition occurred in 2002.,Elon Musk,0.0001570264963963,0.990944696461466,0.0,0.990944696461466,-2.843687761701982,0.33200076372119364,2.759115234766e-05,-10.498015403747559,0.19710338428613075,-1.624026894569397,17.179000928656798,0.11209163998159238,11.080838756521501,2.093088499832076,-31.280565378721803,-9.431445326491053,-2.8833251261773207,0.3811493812717005,2.759115234766e-05,-10.498015403747559,0.38053251102949376,-0.9661836624145508,17.873606476372764,0.12206122155409257,13.293652751373434,1.6819507343443785,-25.949926135595888,-8.649975378531963,17.179000928656798,17.873606476372764,0.058210602825678325,0.47776288488529167,0.05594841764709917,0.5945477353055756,5.255391733738208,11.0,5.350929617750181,9.0,1.5845602279222715,1.7836432059167266
eBay acquired PayPal for $1.,Elon Musk,4.2212933323947645e-06,0.999631243487402,0.0,0.999631243487402,-2.3326285257935524,0.4200249506448773,6.205390069610269e-06,-11.990092277526855,0.3361981678053597,-1.1516391336917877,10.304992904506337,0.12771632447455644,11.659943654163191,1.8795815652733745,-23.326285257935524,-7.3764190765884505,-2.4244531409607992,0.4420555581619313,6.205390069610269e-06,-11.990092277526855,0.4506468526193286,-0.7970712780952454,11.296050382643536,0.1370535505182468,12.871175349564082,1.5455809441206678,-21.820078268647194,-7.273359422882398,10.304992904506337,11.296050382643536,0.09704033852975323,0.5320333091554639,0.08852651733357239,0.6470059066165138,5.320333091554639,10.0,5.823053159548624,9.0,1.6824370480077804,1.9410177198495413
Elon Musk is an entrepreneur.,Elon Musk,0.9987694541432418,0.0,1.0,0.9987694541432418,-1.3797264626191463,0.46740026915997884,0.013107197490640772,-4.334593772888184,0.3123416105730132,-1.163657784461975,3.973814492007288,0.15425515548298738,1.8670137293947897,1.586205755195866,-12.417538163572317,-4.139179387857439,-1.4563982498948462,0.4747322667325693,0.013107197490640772,-4.334593772888184,0.38149472851866184,-0.9803634285926819,4.290478434412888,0.15410021796119297,2.323637777132964,1.009677255857803,-8.738389499369077,-3.567432574524798,3.973814492007288,4.290478434412888,0.2516473786109908,0.6304352362386425,0.2330742399214135,0.9904154958412115,5.673917126147782,9.0,5.942492975047269,6.0,1.8913057087159273,2.4260125981565626
Elon Musk was born in South Africa.,Elon Musk,0.9991219159416324,0.0,1.0,0.9991219159416324,-1.0150146280621728,0.5541089966614877,0.03356272096512592,-3.3943393230438232,0.45064687947997495,-0.7970712184906006,2.759403761810842,0.12325931763162966,1.36134408834971,2.1100066951355303,-11.165160908683902,-3.3664226780043682,-0.9433746591530507,0.5453237361895276,0.03356272096512592,-3.3943393230438232,0.4486794352312614,-0.8014562129974365,2.5686350764149553,0.10890792328100124,1.0591844464782172,1.7306479733451468,-7.546997273224406,-2.66826647474668,2.759403761810842,2.568635076414956,0.36239712862598844,0.4739321454786985,0.389311821356773,0.5778182596355013,5.213253600265683,11.0,4.62254607708401,8.0,1.5718551026409733,1.6343168387266884
Elon Musk is the CEO of SpaceX.,Elon Musk,0.9989560631815664,0.0,1.0,0.9989560631815664,-0.7345975093655094,0.5869808686370799,0.11793145868286019,-2.1376516819000244,0.469633718077001,-0.7566199898719788,2.084642774434682,0.11077645081061759,0.4611543178243444,2.554803677564019,-8.815170112386113,-2.544720418669233,-0.7531359505228465,0.5720079088644804,0.11793145868286019,-2.1376516819000244,0.469633718077001,-0.7566199898719788,2.1236492442970096,0.09909857713398013,0.4603172599690626,1.822609226366886,-6.025087604182772,-2.1301901510803236,2.084642774434682,2.1236492442970096,0.4796984942761631,0.3914195085837244,0.4708875548471421,0.5486639623751706,4.697034103004692,12.0,4.3893116990013645,8.0,1.3559169518813057,1.5518560335526557
Elon Musk is the CEO of Tesla.,Elon Musk,0.9981343824319336,0.0,1.0,0.9981343824319336,-0.744158742587994,0.5885227320244197,0.11629747425990183,-2.151603937149048,0.41958869562276185,-0.871227353811264,2.1046701206807,0.12039913892289589,0.4823124851571805,2.457937904251968,-8.929904911055928,-2.5778415021179506,-0.7674770417943364,0.5743209198321727,0.11629747425990183,-2.151603937149048,0.41958869562276185,-0.871227353811264,2.154324121815109,0.11359998715451787,0.4914533814891327,1.7257437759975365,-6.139816334354691,-2.1707528826310662,2.1046701206807,2.154324121815109,0.4751338417236504,0.40684510307201327,0.4641827057840571,0.5794602964289801,4.88214123686416,12.0,4.635682371431841,8.0,1.4093527786626474,1.6389612201331953
Elon Musk co-founded OpenAI.,Elon Musk,0.999655656849716,0.0,1.0,0.999655656849716,-1.4829490993749157,0.6403548180221283,0.0003790174707462309,-7.877928256988525,0.816662150002055,-0.2058640792965889,4.405920036208566,0.13929462470743204,6.739810765437048,1.530161405177925,-17.795389192498988,-5.137086370311724,-1.617749921035614,0.6076725334149704,0.0003790174707462309,-7.877928256988525,0.7500834780678115,-0.2875707745552063,5.0417332462814946,0.13914019168238828,7.134465696777441,1.5300213636864337,-17.795249131391756,-5.365469492702209,4.405920036208566,5.041733246281495,0.22696735115068764,0.6535258284623389,0.1983444881256947,0.653585645098837,7.8423099415480655,12.0,7.189442096087206,11.0,2.263879877910627,2.1676983531552287
Elon Musk co-founded Neuralink.,Elon Musk,0.9976105569746098,0.0,1.0,0.9976105569746098,-1.3793228049202857,0.651751651951381,0.00037901710928717593,-7.877929210662842,0.8832415721315073,-0.12415653467178345,3.9722107548959373,0.1557255497409842,5.748610748769564,1.3938605876361942,-17.931196463963715,-4.973219098556904,-1.4942547002380404,0.622742627222257,0.00037901710928717593,-7.877929210662842,0.8166623239116467,-0.20586392283439636,4.456014248586565,0.15776287318151225,6.055940217203052,1.3937205461447029,-17.931056402856484,-5.176250120521777,3.972210754895937,4.456014248586565,0.2517489785171778,0.7174318643271703,0.22441579945961732,0.7175039521130624,9.326614236253214,13.0,8.610047425356749,12.0,2.5867373734833365,2.4855065993825813
Elon Musk co-founded PayPal.,Elon Musk,0.9884616364381554,0.0096905383242926,1.0,0.9884616364381554,-1.1347968200643663,0.6428007575150423,0.0003790189165858979,-7.87792444229126,0.8166626058016689,-0.20586350932717323,3.1105414790784525,0.13128248162642323,4.528552785663511,1.7845562990634107,-13.617561840772396,-3.9310514972381596,-1.237947434515015,0.6103408310436037,0.0003790189165858979,-7.87792444229126,0.7500840145695146,-0.287570059299469,3.44852786615068,0.13057349076499636,4.812558811403456,1.7844162575719191,-13.617421779665165,-4.105807150469366,3.1105414790784525,3.44852786615068,0.3214874344952526,0.5603633802558262,0.2899788080054639,0.5604073577320543,6.724360563069914,12.0,6.164480935052597,11.0,1.9411556906082592,1.858660935351698
Elon Musk has proposed the Hyperloop transportation system.,Elon Musk,0.99831529261537,0.0,1.0,0.99831529261537,-1.6766900485901195,0.5064671597451659,0.00047528470897574977,-7.651596546173096,0.42415439470381205,-0.8596121072769165,5.347825601089707,0.1713193506078711,4.527484500350238,1.9004984868807808,-23.473660680261673,-6.273599705637579,-1.6428329820416614,0.5408434671342822,0.00047528470897574977,-7.651596546173096,0.45064650343107143,-0.7970720529556274,5.169794721580712,0.16011507921450094,5.295549756378542,1.532830501001494,-18.071162802458275,-5.4486605946528615,5.347825601089707,5.169794721580712,0.18699188690750004,0.5261777406838475,0.19343127800135182,0.6523878532862163,7.366488369573865,14.0,7.176266386148379,11.0,1.9687768301857413,2.163725727135806
Elon Musk has a net worth of over $200 billion.,Elon Musk,0.0013013839550125,0.9808584022979566,0.0,0.9808584022979566,-0.8564852493291255,0.5748126811524755,0.08122209982447864,-2.5105679035186768,0.6757944438451885,-0.3918663263320923,2.3548693526061237,0.12268146652208459,0.7834613793341589,3.290849922430766,-14.560249238595134,-3.531379149767462,-0.7777267953721233,0.5910126872766265,0.08122209982447864,-2.5105679035186768,0.6757944438451885,-0.3918663263320923,2.176518964714816,0.10869698736425407,0.6624674757170944,2.6466282916086223,-10.110448339837603,-2.8041338390164805,2.354869352606124,2.176518964714816,0.4246520083559219,0.30387286675818875,0.45944924726673697,0.37783923158782506,5.165838734889209,17.0,4.9119100106417255,13.0,1.2528999264032539,1.3623187233718161
