concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
"He appeared on ""The Apprentice."".",Donald Trump,0.997178901797398,0.0,1.0,0.997178901797398,-5.093433678150177,0.22442473564122314,3.561252435318239e-07,-14.847983360290527,0.03588710216052242,-3.3273773193359375,162.94841497132242,0.0645108420036035,27.19895721632653,1.1736923207690302,-35.65403574705124,-13.47595883178637,-6.900427305698395,0.08782520974207945,3.561252435318239e-07,-14.847983360290527,0.01114459224131765,-4.496800899505615,992.6988108480814,0.02331377724474134,26.64491472939768,0.5368332150610707,-34.502136528491974,-15.429824529337331,162.94841497132242,992.6988108480814,0.0061369114892955035,0.8520120497548941,0.0010073548885846666,1.8627759459448479,2.25421199768184,5.964084348284258,7.0,4.165293641984154,9.31387972972424,5.0
"He appeared on ""The Celebrity Apprentice."".",Donald Trump,0.996168096551318,0.0,1.0,0.996168096551318,-4.826262603222858,0.27429159218474797,4.3034237225205356e-07,-14.658684730529785,0.026395631485275364,-3.7037861347198486,124.74387100732022,0.13073497605074458,24.479680096354524,0.8770335365239736,-38.610100825782865,-13.65073205810369,-6.243033824721351,0.177080798412887,4.3034237225205356e-07,-14.658684730529785,0.014024385081822844,-4.288497686386108,514.4167963590753,0.13510236693238842,24.606165235199274,0.2401748873814084,-37.45820294832811,-15.292247317503385,124.74387100732022,514.4167963590753,0.008016425912751401,1.1402072536055925,0.0019439489672144685,4.163632638294758,3.2249931239304157,9.12165802884474,8.0,10.19877544022027,24.981795829768547,6.0
Donald Trump won the 2016 presidential election.,Donald Trump,0.9952666497777448,0.0,1.0,0.9952666497777448,-1.170013511297293,0.5804327898305639,0.010698726556438306,-4.537630558013916,0.6766296628725359,-0.3947511166334152,3.2220361721230115,0.15428396336602868,2.247494092287577,1.3991942737844314,-11.70013511297293,-3.6999075888705932,-1.2913474417032882,0.5421523331957862,0.010698726556438306,-4.537630558013916,0.6153357780123896,-0.4855871796607971,3.6376848231809706,0.15677269236058314,2.3499964314196387,1.327040108650683,-11.622126975329593,-3.874042325109864,3.2220361721230115,3.63768482318097,0.3103627478338011,0.7146970358128168,0.27490012153541954,0.7535567263424969,2.2600704701394307,7.146970358128168,10.0,2.260670179027491,6.782010537082472,9.0
He ran as a Republican.,Donald Trump,0.9978511004975832,0.0,1.0,0.9978511004975832,-3.753986338774363,0.20693604395049256,0.0003292547913400451,-8.018678665161133,0.015344490685289126,-4.215934991836548,42.69092373640565,0.08215948305657363,6.885189479641993,0.7532562026036923,-22.52391803264618,-9.19535103137598,-4.562544465065002,0.12733959710467918,0.0003292547913400451,-8.018678665161133,0.008861329293479235,-4.760406017303467,95.8269983360665,0.04417203531749143,6.749734245002671,0.4349687328229078,-18.25017786026001,-9.125088930130005,42.69092373640565,95.8269983360665,0.023424182764806924,1.3275695527543183,0.010435472438497836,2.299015824677995,3.251868002302954,7.96541731652591,6.0,4.59803164935599,9.19606329871198,4.0
He defeated Democratic nominee Hillary Clinton.,Donald Trump,0.9995086869338116,0.0,1.0,0.9995086869338116,-4.210712360816875,0.344801441127625,3.075075579198685e-05,-10.389595985412598,0.01114459224131765,-4.496800899505615,67.40453906420171,0.17788016989095032,14.338024462560753,0.4955423969097157,-29.474986525718123,-11.140497749147123,-4.210712360816875,0.344801441127625,3.075075579198685e-05,-10.389595985412598,0.01114459224131765,-4.496800899505615,67.40453906420171,0.17788016989095032,14.338024462560753,0.4955423969097157,-29.474986525718123,-11.140497749147123,67.40453906420171,67.40453906420171,0.014835796133069266,2.0179908040889445,0.014835796133069266,2.0179908040889445,5.339101815634613,14.125935628622612,7.0,5.339101815634613,14.125935628622612,7.0
"He took office on January 20, 2017.",Donald Trump,0.99720817481259,0.0,1.0,0.99720817481259,-1.636457327986136,0.5906452388950748,0.0005147857821756305,-7.5717597007751465,0.9115695090956115,-0.09392034076154232,5.136938749350826,0.19925803936403322,5.3684526545697056,0.9429025431783392,-19.637487935833633,-5.668854472980788,-1.6437369953332976,0.6251677211488702,0.0005147857821756305,-7.5717597007751465,0.9586039489281798,-0.042277272790670395,5.1744703978423665,0.203070785207382,5.855857882304911,0.6146650083070483,-18.081106948666275,-5.451658867546714,5.136938749350826,5.174470397842367,0.19466846867239243,1.0605549929149585,0.19325649257109997,1.6269024370758753,3.673870263899117,12.726659914979502,12.0,5.395824954295464,17.895926807834627,11.0
"He served until January 20, 2021.",Donald Trump,0.9982777578639812,0.0,1.0,0.9982777578639812,-2.742208368737589,0.4565552799157133,7.6335536272285e-06,-11.782957077026367,0.4288736851874738,-0.8465928435325623,15.52122386206122,0.17146291521271081,13.385471814047486,1.3823203250165153,-30.16429205611348,-9.09487625607513,-2.742208368737589,0.4565552799157133,7.6335536272285e-06,-11.782957077026367,0.4288736851874738,-0.8465928435325623,15.52122386206122,0.17146291521271081,13.385471814047486,1.3823203250165153,-30.16429205611348,-9.09487625607513,15.52122386206122,15.52122386206122,0.0644279090931944,0.7234213242057715,0.0644279090931944,0.7234213242057715,2.399317097732593,7.957634566263486,11.0,2.399317097732593,7.957634566263486,11.0
He implemented tax cuts and deregulation policies.,Donald Trump,0.9991943875800748,0.0,1.0,0.9991943875800748,-3.4200367853045464,0.22632978624357314,1.9996258787189574e-05,-10.819965362548828,0.033174574422691436,-3.4059715270996094,30.57053954697445,0.10659505125595406,9.118155416117785,1.206847632708825,-30.780331067740917,-10.260110355913639,-3.4200367853045464,0.22632978624357314,1.9996258787189574e-05,-10.819965362548828,0.033174574422691436,-3.4059715270996094,30.57053954697445,0.10659505125595406,9.118155416117785,1.206847632708825,-30.780331067740917,-10.260110355913639,30.57053954697445,30.57053954697445,0.032711231624270413,0.8286050143342901,0.032711231624270413,0.8286050143342901,2.4858150430028707,7.457445129008612,9.0,2.4858150430028707,7.457445129008612,9.0
He withdrew from the Paris Climate Agreement.,Donald Trump,0.9982532812918814,0.0,1.0,0.9982532812918814,-2.3650941280648112,0.4336430931257078,0.00010709429173052766,-9.141800880432129,0.5441394753200105,-0.638502448797226,10.64504076744074,0.11939125873510151,8.830762851636873,1.3844559315978966,-18.92075302451849,-6.689496384396451,-3.0691534131765366,0.31681996109651817,0.00010709429173052766,-9.141800880432129,0.2262489726294186,-2.057082921266556,21.52367330150789,0.1006547492572966,9.785055910210547,1.0181939137610687,-18.41492047905922,-7.5178598046039085,10.64504076744074,21.52367330150789,0.09394045751883184,0.7223054032827398,0.04646047103539444,0.982131189830174,2.042988194995637,5.778443226261919,8.0,2.4057202755564493,5.892787138981044,6.0
He withdrew from the Iran nuclear deal.,Donald Trump,0.9975576523960736,0.0,1.0,0.9975576523960736,-2.644480233080685,0.4418976369568306,0.00010709429173052766,-9.141800880432129,0.3584134068734685,-1.7875840067863464,14.076126876305878,0.18503358553685256,8.994037594184007,0.7464086393378473,-21.15584186464548,-7.479719622100537,-3.4416682198643684,0.3278260195380152,0.00010709429173052766,-9.141800880432129,0.03291573138221071,-3.4488179683685303,31.2390282915663,0.1907190927658909,9.443518729659305,0.3801466215010195,-20.65000931918621,-8.43033100262061,14.076126876305878,31.2390282915663,0.07104226956658682,1.3397486943440502,0.03201123897538046,2.6305639546432693,3.7893815474260046,10.717989554752402,8.0,6.443539424633841,15.783383727859617,6.0
He implemented border wall construction policies.,Donald Trump,0.9943053101688912,0.0,1.0,0.9943053101688912,-5.5626389639718195,0.04188031363987458,1.9996258787189574e-05,-10.819965362548828,0.01114459224131765,-4.496800899505615,260.5094049435439,0.003208684506507344,9.834951302129339,0.6743702727852231,-38.938472747802734,-14.717359331907415,-5.5626389639718195,0.04188031363987458,1.9996258787189574e-05,-10.819965362548828,0.01114459224131765,-4.496800899505615,260.5094049435439,0.003208684506507344,9.834951302129339,0.6743702727852231,-38.938472747802734,-14.717359331907415,260.5094049435439,260.5094049435439,0.003838633005271783,1.4828648894469953,0.003838633005271783,1.4828648894469953,3.9232917253860373,10.380054226128967,7.0,3.9232917253860373,10.380054226128967,7.0
He implemented immigration policies.,Donald Trump,0.9952945221129122,0.0,1.0,0.9952945221129122,-5.651207959651947,0.08569287760957069,1.99963159970267e-05,-10.819962501525879,0.005240389440325438,-5.251359462738037,284.6350859418647,0.026462319188152856,10.440180703687991,0.4508850041923288,-28.256039798259735,-12.636485152769641,-5.651207959651947,0.08569287760957069,1.99963159970267e-05,-10.819962501525879,0.005240389440325438,-5.251359462738037,284.6350859418647,0.026462319188152856,10.440180703687991,0.4508850041923288,-28.256039798259735,-12.636485152769641,284.6350859418647,284.6350859418647,0.0035132703218613216,2.217860409421471,0.0035132703218613216,2.217860409421471,4.959286640071924,11.089302047107353,5.0,4.959286640071924,11.089302047107353,5.0
"He made judicial appointments, including two Supreme Court justices.",Donald Trump,0.0002601824349816,0.9958814240932652,0.0,0.9958814240932652,-3.3034202616333705,0.3429948867952151,2.9907782086235576e-07,-15.022562026977539,0.11843359865051949,-2.1334028244018555,27.20553000468826,0.14450849169281604,17.21413439220693,1.4992206066035287,-36.33762287796708,-10.956205532695558,-3.3034202616333705,0.3429948867952151,2.9907782086235576e-07,-15.022562026977539,0.11843359865051949,-2.1334028244018555,27.20553000468826,0.14450849169281604,17.21413439220693,1.4992206066035287,-36.33762287796708,-10.956205532695558,27.20553000468826,27.20553000468826,0.03675723280625934,0.6670132438117238,0.03675723280625934,0.6670132438117238,2.2122326599213338,7.337145681928962,11.0,2.2122326599213338,7.337145681928962,11.0
"He implemented trade policies, including tariffs on imported goods.",Donald Trump,0.9993590170473996,0.0,1.0,0.9993590170473996,-3.360067970373414,0.2531142963400223,1.9996182507661347e-05,-10.819969177246094,0.04696836707495532,-3.0582809448242188,28.791147757801156,0.10145327158102951,9.209165082279817,1.6228314729469409,-36.96074767410755,-11.144084727819617,-3.5494992926716806,0.2553353607974544,1.9996182507661347e-05,-10.819969177246094,0.03586812956324334,-3.3782440423965454,34.79589056767022,0.11154433433856774,9.735355105963432,1.284383349181505,-35.494992926716805,-11.224502317999118,28.79114775780116,34.79589056767022,0.0347328980564536,0.616206930091191,0.028739025893164707,0.7785837465405221,2.0437271803292405,6.778276231003099,11.0,2.4620979882552927,7.78583746540522,10.0
Donald Trump faced numerous controversies during his presidency.,Donald Trump,0.999187367594702,0.0,1.0,0.999187367594702,-2.6126018503629087,0.41948234165864395,1.0605571026155106e-05,-11.454131126403809,0.093384281704951,-2.371032238006592,13.634479617411648,0.17694903453295363,11.629984379980012,1.107712417994786,-23.513416653266177,-7.837805551088725,-2.6126018503629087,0.41948234165864395,1.0605571026155106e-05,-11.454131126403809,0.093384281704951,-2.371032238006592,13.634479617411648,0.17694903453295363,11.629984379980012,1.107712417994786,-23.513416653266177,-7.837805551088725,13.634479617411648,13.634479617411648,0.07334346656860811,0.9027613880236441,0.07334346656860811,0.9027613880236441,2.7082841640709323,8.124852492212797,9.0,2.7082841640709323,8.124852492212797,9.0
There were claims of collusion with Russia during the 2016 election.,Donald Trump,0.9981959031426916,0.0,1.0,0.9981959031426916,-2.4933936484490653,0.37289037532926395,0.0006249707496776148,-7.377805709838867,0.1602480309956127,-1.8932639360427856,12.102277384031462,0.1537039860227387,6.044221153017999,1.9260677932380856,-34.907511078286916,-9.329424762854673,-2.491190030472353,0.4379152116134331,0.0006249707496776148,-7.377805709838867,0.28505237811451634,-1.5080702304840088,12.075637950376239,0.18233497628196266,7.292851573466606,1.0581377493978377,-24.91190030472353,-7.877834580596906,12.102277384031462,12.07563795037624,0.08262907618688906,0.5191925245366416,0.08281135987261387,0.945056539726588,1.9426405445903359,7.268695343512982,14.0,2.98853118317342,9.45056539726588,10.0
There were allegations of sexual misconduct against him.,Donald Trump,0.9986834858660826,0.0,1.0,0.9986834858660826,-2.66415769358476,0.30799401015372263,0.001299455887222074,-6.645809650421143,0.14212636564132386,-1.9510387182235718,14.35585242537669,0.10234710188990699,5.460247717502671,1.543042712446715,-23.97741924226284,-7.99247308075428,-2.6366835981607437,0.29558594510825653,0.001299455887222074,-6.645809650421143,0.14212636564132386,-1.9510387182235718,13.966807170654027,0.09675508767504275,5.371902679423258,1.2618799943170846,-18.456785187125206,-6.97600908669629,14.35585242537669,13.966807170654029,0.06965800221185824,0.6480702004770541,0.07159832507039422,0.7924683840805233,1.9442106014311624,5.832631804293487,9.0,2.0966742661582822,5.547278688563663,7.0
There were allegations of sexual assault against him.,Donald Trump,0.9984095161621376,0.0,1.0,0.9984095161621376,-3.0571836961640253,0.20818341617303487,0.001299455887222074,-6.645809650421143,0.05401358255031847,-2.9185197353363037,21.267576782111398,0.06486808793028963,4.6381068622200345,1.5360951968175154,-27.514653265476227,-9.171551088492075,-3.1420027443340848,0.167258038561658,0.001299455887222074,-6.645809650421143,0.05401358255031847,-2.9185197353363037,23.15018436274675,0.041723614967601866,4.28588693435803,1.254932478687885,-21.994019210338593,-8.312957880190446,21.2675767821114,23.15018436274675,0.04701993133703511,0.6510013194962146,0.04319620026910882,0.7968556213044754,1.9530039584886438,5.8590118754659315,9.0,2.1082818047955048,5.577989349131328,7.0
He was criticized for his handling of the COVID-19 pandemic.,Donald Trump,0.9872141465105352,0.0,1.0,0.9872141465105352,-1.5898920481290237,0.5642243348040058,0.00035965920001534274,-7.93035364151001,0.7017434907346263,-0.35418733954429626,4.903219588027163,0.1720376193922349,5.225488211937939,1.5493216689754763,-20.66859662567731,-5.732437301981657,-1.9621851776545454,0.5339841512875103,0.00035965920001534274,-7.93035364151001,0.7017434907346263,-0.35418733954429626,7.11485731802274,0.18965667919399826,6.736761501223711,0.8832641576689362,-17.659666598890908,-5.886555532963636,4.903219588027163,7.11485731802274,0.2039476270738173,0.6454437577583694,0.14055095630194672,1.1321641338182984,2.3271805640259586,8.390768850858802,13.0,3.396492401454895,10.189477204364685,9.0
He faced accusations of racism.,Donald Trump,0.9927473290799812,0.0,1.0,0.9927473290799812,-4.785812961868942,0.17525959827700544,1.126752167451248e-05,-11.393586158752441,0.014157885304284107,-4.280662775039673,119.79871529416211,0.13179909741167525,11.508601917609612,0.2687001811168514,-28.71487777121365,-11.722799760976756,-5.740305995941162,0.012963338886005402,1.126752167451248e-05,-11.393586158752441,0.011144539099887411,-4.496805667877197,311.15960999310585,0.00011846202014574497,8.343980588577178,0.2555293693750351,-28.70152997970581,-12.835714418574069,119.79871529416212,311.15960999310585,0.008347334923788877,3.721620118912846,0.003213784719752529,3.9134444797706243,9.116070307812528,22.329720713477077,6.0,8.750727882938417,19.567222398853122,5.0
He faced accusations of xenophobia.,Donald Trump,0.994987705381886,0.0,1.0,0.994987705381886,-4.6812311176077595,0.2874478243421602,1.1267510928971573e-05,-11.393587112426758,0.01114459224131765,-4.496800899505615,107.9028319097441,0.19816091199018662,13.655930873219555,0.1551022105498549,-32.76861782325432,-12.385373366807087,-5.459211671957746,0.1708989791938527,1.1267510928971573e-05,-11.393587112426758,0.008101616811514074,-4.891729116439819,234.91216350570951,0.13610229751738853,11.695143151462494,0.1419313988080386,-32.75527003174648,-13.372282994142704,107.9028319097441,234.91216350570951,0.009267597358672249,6.447361365482068,0.004256910264145156,7.045657327400079,17.05811478563137,45.131529558374474,7.0,17.258265354631632,42.27394396440047,6.0
