concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords,unc_exp_mean_logprobs,unc_exp_mean_logprobs_no_stopwords,unc_Inv_PPL,unc_Inv_entropy,unc_Inv_PPL_no_stopwords,unc_Inv_entropy_no_stopwords,unc_Inv_entropy_normalized_v2,unc_Inv_entropy_normalized,unc_seq_len,unc_Inv_entropy_normalized_v2_no_stopwords,unc_Inv_entropy_normalized_no_stopwords,unc_seq_len_no_stopwords
Vincent van Gogh's parents encouraged his creative pursuits.,Vincent van Gogh,0.986260304218328,0.000291977153557,1.0,0.986260304218328,-2.34458530911599,0.4097165728283123,0.003850313020050816,-5.559600830078125,0.1034905697361569,-2.2682747840881348,10.428947041431702,0.18432592981929172,4.699882514259358,1.0822569350610087,-25.79043840027589,-7.776109759317171,-2.34458530911599,0.4097165728283123,0.003850313020050816,-5.559600830078125,0.1034905697361569,-2.2682747840881348,10.428947041431702,0.18432592981929172,4.699882514259358,1.0822569350610087,-25.79043840027589,-7.776109759317171,10.428947041431702,10.428947041431702,0.09588695733397055,0.9239950030383758,0.09588695733397055,0.9239950030383758,3.06454473324159,10.163945033422134,11.0,3.06454473324159,10.163945033422134,11.0
Van Gogh had intense periods of creativity.,Vincent van Gogh,0.9967219133967776,0.0,1.0,0.9967219133967776,-3.2635822806041688,0.34679526676702427,3.4741015397626647e-05,-10.267589569091797,0.029873195091193423,-3.510793685913086,26.14302123733002,0.21292873975669688,9.299508698990396,0.4452678516096205,-29.37224052543752,-9.790746841812506,-3.631303504175906,0.3004550468518396,3.4741015397626647e-05,-10.267589569091797,0.029873195091193423,-3.510793685913086,37.76200748441273,0.195567296984905,10.233211366916574,0.3680719424411537,-25.41912452923134,-9.607526007046843,26.14302123733002,37.76200748441273,0.03825112602410637,2.2458392097813733,0.02648164296913443,2.716860169693258,6.7375176293441195,20.21255288803236,9.0,7.188136355945104,19.018021187852806,7.0
Van Gogh experienced episodes of depression.,Vincent van Gogh,0.9914255877650618,0.0,1.0,0.9914255877650618,-2.748486293508904,0.45517135567108974,0.0002951581316575792,-8.127999305725098,0.31248888672561065,-2.074741929769516,15.618971442766911,0.21218859687019792,8.363295432158475,0.4906596487169485,-21.987890348071232,-7.773893184553702,-3.1410063484550585,0.3774594852249257,0.0002951581316575792,-8.127999305725098,0.02634775181352506,-3.6363723278045654,23.12712910243964,0.19418817510000944,8.325475974187372,0.4898144550904052,-21.98704443918541,-8.310321664487173,15.618971442766911,23.12712910243964,0.06402470250133509,2.0380726285826682,0.04323926223486649,2.041589401062959,5.764539904885987,16.304581028661346,8.0,5.401537834517896,14.291125807440713,7.0
Van Gogh experienced episodes of anxiety.,Vincent van Gogh,0.99231128555354,0.0,1.0,0.99231128555354,-3.728358348860638,0.38015562582529705,0.0002951581316575792,-8.127999305725098,0.020109054389704974,-3.9571868181228638,41.61074174088652,0.23005490478116364,10.366474653300177,0.1777737771530012,-29.826866790885106,-10.545389884691348,-4.260860125999898,0.2917272225440198,0.0002951581316575792,-8.127999305725098,0.013870356965884892,-4.278001308441162,70.87091516281477,0.2003632311234631,9.578934462519873,0.1769285835264579,-29.826020881999284,-11.273176264627066,41.61074174088652,70.87091516281477,0.024032256051263915,5.625126585116931,0.01411016067314296,5.651997998675324,15.910260613475637,45.001012680935446,8.0,14.953781115129681,39.56398599072727,7.0
Van Gogh struggled with mental health.,Vincent van Gogh,0.9953156638860444,0.0,1.0,0.9953156638860444,-2.1557099917554297,0.5560903850659769,0.0010964086402996326,-6.815715312957764,0.7359703004308344,-0.316421814262867,8.634018084986531,0.19346431251643004,7.225678028825902,0.5680840505137223,-17.245679934043437,-6.097268613767443,-2.4576787353227183,0.4985407161890712,0.0010964086402996326,-6.815715312957764,0.6331460617571525,-0.45705413818359375,11.677673084353856,0.19460635634461668,7.528436770496747,0.5278769407544578,-17.203751147259027,-6.502406736155646,8.634018084986531,11.677673084353856,0.115820929508924,1.760302897248555,0.08563349845268696,1.8943809111471503,4.978888462347119,14.08242317798844,8.0,5.012060779323306,13.260666378030052,7.0
Van Gogh's artistic career was marked by these patterns.,Vincent van Gogh,0.9545827070147482,0.0198117318316576,1.0,0.9545827070147482,-2.992156720797842,0.38683563874246857,1.213204587567196e-05,-11.319660186767578,0.16685386861475052,-1.8131225109100342,19.92861663841514,0.1719294412788932,11.186948369002051,1.3503562501236874,-35.9058806495741,-10.365134929261092,-3.548346392856911,0.2987638156121861,1.213204587567196e-05,-11.319660186767578,0.07361943514994526,-3.1005094051361084,34.75579750796146,0.1540173886531377,11.559597266583081,1.0715465971144729,-35.48346392856911,-11.22085652867046,19.92861663841514,34.75579750796146,0.05017909763351878,0.7405453189914912,0.02877217821777594,0.9332305311713573,2.5653242356011283,8.886543827897894,12.0,2.951134060510254,9.332305311713574,10.0
Vincent van Gogh moved to Paris in 1886.,Vincent van Gogh,0.9950026918005678,0.0,1.0,0.9950026918005678,-1.328869688143944,0.6140759797824248,0.0003266940680207221,-8.02648639678955,0.7283528876421028,-0.33310265094041824,3.7767720438295416,0.13877285778661053,5.069724118186508,1.6884190473449645,-15.946436257727328,-4.603339633007041,-1.531564968980092,0.5868422361432539,0.0003266940680207221,-8.02648639678955,0.7283528876421028,-0.33310265094041824,4.6254097839753845,0.15593855643731241,5.825836507705528,1.2985368797920382,-15.315649689800921,-4.843233686502222,3.7767720438295416,4.6254097839753845,0.2647763720963227,0.5922700301044922,0.21619706073707778,0.7700974963145836,2.051683567882658,7.107240361253907,12.0,2.4352621087472084,7.7009749631458355,10.0
Vincent van Gogh was exposed to the works of Impressionist artists in Paris.,Vincent van Gogh,0.9984694059556882,0.0,1.0,0.9984694059556882,-1.6645890472720888,0.5378138763803059,1.1077337035360301e-05,-11.410609245300293,0.5888995518649882,-0.5294996500015259,5.28350153418671,0.16756090906736318,7.286122704891002,2.3631704132727367,-28.29801380362551,-6.863276465149091,-1.9708984721864908,0.5048868783302283,1.1077337035360301e-05,-11.410609245300293,0.48469023298432073,-0.7479094564914703,7.177122036869155,0.171129696362586,9.420319362372497,1.6557286760811951,-23.65078166623789,-6.827392580773756,5.28350153418671,7.177122036869155,0.18926842237662567,0.4231603418794955,0.13933161438010405,0.6039636894897633,1.7447347861416405,7.193725811951424,17.0,2.0921915922460466,7.24756427387716,12.0
Claude Monet was an Impressionist artist.,Vincent van Gogh,0.9971045831282256,0.0004294953685288,1.0,0.9971045831282256,-2.560167401153012,0.4648589561849984,4.618155031759023e-05,-9.982930183410645,0.29077387507679253,-1.3417614102363586,12.937982967538113,0.20261497937887324,9.99568486744899,0.9244228640706512,-25.601674011530122,-8.095960178957508,-2.670626944698597,0.524482357619645,4.618155031759023e-05,-9.982930183410645,0.5778994343569498,-0.9096252336166799,14.449025093414027,0.22629761026012507,12.045196514821738,0.443512883933769,-21.365015557588777,-7.553673690463555,12.937982967538112,14.449025093414027,0.07729180062371682,1.0817560219103068,0.06920882160110632,2.2547259306887075,3.420812901839579,10.817560219103068,10.0,6.3773279812285395,18.03780744550966,8.0
Pierre-Auguste Renoir was an Impressionist artist.,Vincent van Gogh,0.991159209655868,0.0,1.0,0.991159209655868,-2.2755574623376256,0.4888761548910167,3.6948022853031505e-05,-10.205998420715332,0.3793808160539937,-1.2525056302547455,9.73334347285854,0.21022512248560385,8.41003743173117,0.9784236649069866,-27.30668954805151,-7.88276228062254,-2.309270058826223,0.5214110017649113,3.6948022853031505e-05,-10.205998420715332,0.558962866141984,-1.0266152531839907,10.067073600900708,0.22759496377190844,9.545206739929373,0.5985662806352762,-23.092700588262232,-7.302553118321884,9.73334347285854,10.067073600900708,0.1027396190002442,1.0220521394431568,0.09933373288445307,1.670658759692695,3.540492467000037,12.26462567331788,12.0,5.283086873540822,16.706587596926948,10.0
Vincent van Gogh returned to the Netherlands in 1888.,Vincent van Gogh,0.0,0.9926188137487592,0.0,0.9926188137487592,-1.6974311346096398,0.5564629341330083,9.806697827798004e-06,-11.532444953918457,0.8131484764751937,-0.20684155821800232,5.459903603747378,0.15151785807919696,9.07462509099792,1.980476699864021,-22.066604749925318,-6.120174992404074,-1.8832012371785822,0.5933063160333637,9.806697827798004e-06,-11.532444953918457,0.8278821963772296,-0.18904279917478561,6.574517801362161,0.16207798657360195,11.510947214029493,1.204736064126748,-18.832012371785822,-5.9552052019312836,5.459903603747378,6.574517801362161,0.1831534167221661,0.5049289396177494,0.1521024096691642,0.8300573293826389,1.8205471822574562,6.564076215030743,13.0,2.624871749365745,8.300573293826389,10.0
Vincent van Gogh began to focus on still lifes in 1888.,Vincent van Gogh,1.1471991672558627e-05,0.9993981777676906,0.0,0.9993981777676906,-2.139114655161393,0.3768791912454739,0.00015680051057303992,-8.760536193847656,0.1570649234346972,-1.8510960340499878,8.49191602574789,0.15534303026540844,5.0016427598795605,2.308619675357666,-32.08671982742089,-8.284755435068297,-2.317462902645881,0.3892965771115417,0.00015680051057303992,-8.760536193847656,0.18367197072936414,-1.8003184795379639,10.149890351746818,0.176190366091748,5.9490150437963765,1.5051872493061194,-27.809554831750575,-8.027926984077427,8.49191602574789,10.149890351746818,0.11775905425441711,0.43315926424523504,0.09852323181283411,0.6643691676640184,1.6776186166772533,6.497388963678525,15.0,2.301442306752652,7.972430011968222,12.0
Vincent van Gogh created a series of sunflower paintings.,Vincent van Gogh,0.9945366111905553,0.0,1.0,0.9945366111905553,-1.6241064863655386,0.525565228531904,0.004618201571594925,-5.377749919891357,0.5658257669434136,-0.7600860074162483,5.073883427145312,0.20528803972041773,3.350230540846876,1.101715315750822,-19.489277836386464,-5.626069902574566,-1.8091106537889572,0.5060376985840422,0.004618201571594925,-5.377749919891357,0.49394117900724954,-1.1955664232373238,6.105015544731286,0.21579100136424936,3.717411912317246,0.7553622015276014,-18.091106537889573,-5.720910205249431,5.073883427145312,6.105015544731286,0.19708769709804386,0.9076754999257656,0.16379974672841155,1.3238682025360247,3.1442801653138135,10.892105999109187,12.0,4.186438841886939,13.238682025360246,10.0
The sunflower paintings are famous.,Vincent van Gogh,0.9921811326184806,0.0,1.0,0.9921811326184806,-3.388201253754752,0.07354754213232935,0.00828400757512743,-4.793428421020508,0.01882770285490723,-3.972425937652588,29.61263871326576,0.00976823437262246,1.4775602980919076,0.9884959316515548,-23.717408776283264,-8.964337909272324,-3.711781644821167,0.03811745907680397,0.00828400757512743,-4.793428421020508,0.013316374016833282,-4.318760871887207,40.926658378605225,0.0010686221847559904,0.9257441045496673,0.551455981009297,-18.558908224105835,-8.29979607545611,29.61263871326576,40.926658378605225,0.033769364820299644,1.0116379521453613,0.02443395184500963,1.8133813657615239,2.6765424382112872,7.08146566501753,7.0,4.0548440029741775,9.06690682880762,5.0
Vincent van Gogh showcased innovative use of color in these paintings.,Vincent van Gogh,0.9548088047454693,0.0034435787984415,1.0,0.9548088047454693,-3.48161284066177,0.462412319733536,1.952876069448978e-07,-15.448792457580566,0.4196687664021752,-0.8682895302772522,32.512116676210816,0.18056468746439,25.30075052627253,1.502550071164705,-45.26096692860301,-12.55313361831985,-4.035631396695283,0.4174930142672196,1.952876069448978e-07,-15.448792457580566,0.10349049571395962,-2.268275499343872,56.5786325244264,0.1850094972571333,27.871587706068272,1.1374245761143646,-44.39194536364812,-13.384675135016165,32.512116676210816,56.5786325244264,0.030757763634986647,0.6655352252087331,0.017674516957762725,0.8791791746017742,2.399621380117561,8.65195792771353,13.0,2.915907445648443,9.670970920619517,11.0
Vincent van Gogh showcased innovative brushwork in these paintings.,Vincent van Gogh,0.9899145764406252,0.0,1.0,0.9899145764406252,-3.662182799359774,0.4187393215503617,1.952876069448978e-07,-15.448792457580566,0.23841089378561087,-1.529102623462677,38.946262032700254,0.1663016712880331,24.93502565490999,1.5647571781154896,-43.946193592317286,-12.686173350191897,-3.8964307214786955,0.4261021822391418,1.952876069448978e-07,-15.448792457580566,0.13907393359744116,-1.9727495908737183,49.2264323183743,0.18076946443122208,26.543381100788316,1.1981468597003475,-42.86073793626565,-12.922998724758617,38.946262032700254,49.2264323183743,0.025676405072208856,0.6390767935024569,0.020314289557537956,0.8346222267361252,2.213826952568918,7.668921522029484,12.0,2.768128767774658,9.180844494097377,11.0
Vincent van Gogh developed his distinctive style.,Vincent van Gogh,0.9888202669280868,0.0,1.0,0.9888202669280868,-2.8812678710528417,0.40965315240138395,0.000157718952209723,-8.754695892333984,0.16221076955951086,-1.8188587427139282,17.836873705152577,0.18430863684221443,9.91559598654764,0.9671667220367256,-25.931410839475575,-8.643803613158525,-2.8812678710528417,0.40965315240138395,0.000157718952209723,-8.754695892333984,0.16221076955951086,-1.8188587427139282,17.836873705152577,0.18430863684221443,9.91559598654764,0.9671667220367256,-25.931410839475575,-8.643803613158525,17.836873705152577,17.836873705152577,0.05606363629244781,1.0339478987595148,0.05606363629244781,1.0339478987595148,3.1018436962785443,9.305531088835632,9.0,3.1018436962785443,9.305531088835632,9.0
Vincent van Gogh's style is characterized by expressive lines.,Vincent van Gogh,0.9983271710407148,0.0,1.0,0.9983271710407148,-2.521071565544844,0.44279485319452255,0.0016451416341638266,-6.409928798675537,0.2670431155613446,-1.5554315447807312,12.441921857667369,0.19744404706768967,6.590998379386165,1.0070458880100903,-30.252858786538127,-8.733248082081762,-2.9397213788397494,0.38959173498936855,0.0016451416341638266,-6.409928798675537,0.06379043230414169,-2.9971050024032593,18.91057669135643,0.20446877112545958,6.823186477169882,0.6313415904615094,-29.397213788397494,-9.296215243424324,12.441921857667367,18.91057669135643,0.08037343518467344,0.9930034091852429,0.05288046030119621,1.5839285976217756,3.439864713595896,11.916040910222915,12.0,5.008822019561172,15.839285976217758,10.0
Vincent van Gogh's style is characterized by vivid colors.,Vincent van Gogh,0.9971870779998868,0.0,1.0,0.9971870779998868,-1.8314565679890318,0.5142039967017327,0.003330541547523646,-5.704620361328125,0.608721642726968,-0.5411530360579491,6.242973354367401,0.18890472509967973,4.3747761847764215,1.18375819190808,-21.97747881586838,-6.344351655225454,-2.1121833817727746,0.47528270719802057,0.003330541547523646,-5.704620361328125,0.44516875146531265,-1.25399961322546,8.266270018947765,0.20211581482456667,4.742480576806312,0.8080538943594989,-21.121833817727747,-6.679310322358944,6.242973354367401,8.266270018947765,0.16018008459069097,0.8447671212210298,0.12097354643724699,1.237541217213793,2.92635914903704,10.137205454652358,12.0,3.9134489447327616,12.37541217213793,10.0
Vincent van Gogh's style is characterized by thick textures.,Vincent van Gogh,0.9949296336241982,0.000108356591129,1.0,0.9949296336241982,-2.340488446152449,0.4525310175940937,0.0002606391445123767,-8.252373695373535,0.2754907710064014,-1.479820430278778,10.386308476366084,0.18993412648330021,6.9669834542591715,1.240202144141683,-28.085861353829387,-8.107689806527953,-2.7230216355688754,0.40127513226885386,0.0002606391445123767,-8.252373695373535,0.11193787974474603,-2.192667007446289,15.226261016756855,0.196677302461857,7.447984718018025,0.864497846593102,-27.230216355688754,-8.610950486314616,10.386308476366084,15.226261016756856,0.096280598855261,0.8063201670176746,0.06567600535019574,1.1567408802010302,2.7931749928840706,9.675842004212095,12.0,3.6579358440632257,11.567408802010302,10.0
Vincent van Gogh's style is characterized by impasto textures.,Vincent van Gogh,0.9724800673478492,0.0024105375658105,1.0,0.9724800673478492,-2.114656799592642,0.48403811327831914,0.0029466300298416435,-5.827093124389648,0.4305960581540471,-0.8425848484039307,8.286741265052347,0.20078056883477363,5.098437158654293,1.0941890103728733,-27.490538394704345,-7.6245035209398475,-2.4213539559793635,0.443170412076956,0.0029466300298416435,-5.827093124389648,0.10349049571395962,-2.268275499343872,11.261096025934672,0.21235670849595004,5.382737493696966,0.7184847209045738,-26.634893515773,-8.030722556626275,8.286741265052347,11.261096025934672,0.12067469805257434,0.9139188846899715,0.08880130297237208,1.391818045540339,3.295181400364553,11.880945500969629,13.0,4.61613823350309,15.309998500943731,11.0
"In 1889, Van Gogh moved to Arles.",Vincent van Gogh,0.0,0.9982311884942124,0.0,0.9982311884942124,-1.4812953138070253,0.5308291831321031,0.001481285637336078,-6.51484489440918,0.33878104147539617,-1.0824012756347656,4.398639611029783,0.1646368055815444,3.7676268491469647,1.902494361364786,-19.25683907949133,-5.340886208035751,-1.1561496491194703,0.538486556121002,0.009177075346806398,-4.691046714782715,0.33878104147539617,-1.0824012756347656,3.177674529101204,0.15102684783235815,1.850628688895803,1.869081638835867,-12.717646140314173,-3.8345145876303324,4.398639611029783,3.177674529101204,0.2273430170301872,0.5256257365633574,0.31469553940845135,0.5350221088378124,1.8951705448827123,6.833134575323647,13.0,1.7744675895597133,5.885243197215936,11.0
Van Gogh hoped to establish an artists' colony in Arles.,Vincent van Gogh,0.9971885044770222,0.0,1.0,0.9971885044770222,-2.0603279269001047,0.5011180883903641,7.83767041507482e-06,-11.756568908691406,0.542863453323648,-0.6123713254928589,7.8485431367850875,0.16452914594763787,9.4345532341261,1.8902176685418333,-28.844590976601467,-7.709041206862418,-2.3197524858934973,0.5109931458220547,7.83767041507482e-06,-11.756568908691406,0.5723154591623848,-0.5580649375915527,10.173155994811042,0.18602918627268908,11.44740038171745,1.1500961645113323,-25.51727734482847,-7.693748602202938,7.848543136785087,10.173155994811042,0.12741218116176642,0.5290396003818056,0.09829791271362237,0.8694925092849891,1.9794849286645173,7.40655440534528,14.0,2.8837804113229177,9.56441760213488,11.0
He was joined by Paul Gauguin.,Vincent van Gogh,0.9848151119821398,0.0045606003883999,1.0,0.9848151119821398,-2.7180080997843308,0.5383909164096327,8.761678718103929e-07,-13.947708129882812,0.7038993682219853,-0.35111987590789795,15.150114653042468,0.18702261911227294,18.66347945807169,0.8534873297890289,-24.462072898058977,-8.154024299352992,-3.993158722179942,0.3804411884166366,8.761678718103929e-07,-13.947708129882812,0.13925936884043197,-2.580838203430176,54.22590369247848,0.19838311474002027,23.106862150206524,0.4757368514192107,-23.95895233307965,-9.78120133128495,15.150114653042468,54.22590369247848,0.06600610113529264,1.1716635562090736,0.018441370856097084,2.1020023927446774,3.5149906686272208,10.544972005881663,9.0,5.148833300333784,12.612014356468066,6.0
Paul Gauguin is a fellow artist.,Vincent van Gogh,0.9971147757827908,0.0,1.0,0.9971147757827908,-2.5675741258350575,0.4600685908778313,0.00014300695910851762,-8.852617263793945,0.31849060652918637,-1.1441622972488403,13.034166809220144,0.19819688288182052,8.526926574347138,0.767571446610141,-23.10816713251552,-7.7027223775051725,-3.080129736297143,0.46524368292145035,0.00014300695910851762,-8.852617263793945,0.403499151167609,-2.276985265314579,21.761225433876977,0.21462339139374056,10.951569246027598,0.2961546150359921,-18.480778417782858,-7.5447461955013075,13.034166809220144,21.761225433876977,0.07672143640916251,1.302810317419106,0.04595329445203216,3.3766146101706656,3.9084309522573175,11.725292856771953,9.0,8.270982852944863,20.259687661023992,6.0
Their collaboration ended in a violent argument.,Vincent van Gogh,0.9981924598718626,0.0,1.0,0.9981924598718626,-3.910196527838707,0.12617352775115157,4.838972645542828e-05,-9.936223030090332,0.03970764400922387,-3.3559118509292603,49.90875947028445,0.02014777373475816,8.49957684816114,1.3925980123535755,-31.281572222709656,-11.05970592242737,-4.785329461097717,0.07560247847213662,4.838972645542828e-05,-9.936223030090332,0.017494656749950762,-4.06322968006134,119.74080652352143,0.016415810613716914,8.266497274914888,0.683265536595744,-28.711976766586304,-11.721615430797012,49.90875947028445,119.74080652352144,0.02003656293231246,0.7180823117145909,0.008351371842510212,1.4635598408524049,2.031043488253998,5.744658493716727,8.0,3.5849748181173458,8.78135904511443,6.0
Van Gogh cut off part of his left ear during the argument.,Vincent van Gogh,0.998806913793956,2.427183338198364e-05,1.0,0.998806913793956,-2.343964060747697,0.47665517705666866,7.644893487588363e-05,-9.478887557983398,0.3001647060342355,-1.2040196657180786,10.42247008720613,0.2102461930656674,7.680265778707718,1.1320776349494963,-32.81549685046775,-8.770310442229263,-2.436636499648254,0.47053483691141174,7.644893487588363e-05,-9.478887557983398,0.3001647060342355,-1.2040196657180786,11.434515991547666,0.20576421647154008,8.36816952536877,1.0306207812559438,-29.23963799577905,-8.440756433935123,10.42247008720613,11.434515991547666,0.09594654545735061,0.8833316453995766,0.08745451060099044,0.9702889929905852,3.3051243759805056,12.366643035594072,14.0,3.361179667769072,11.643467915887024,12.0
Van Gogh's mental health continued to decline.,Vincent van Gogh,0.9835715041831852,0.0,1.0,0.9835715041831852,-2.4326423014048486,0.415925942493763,0.00018479474428592134,-8.596264839172363,0.14862841934474924,-1.9127075672149658,11.388935357502248,0.1920909845728809,6.914494500711325,1.038643125851642,-24.326423014048487,-7.6926904049131455,-2.7023793078648546,0.35158401587402904,0.00018479474428592134,-8.596264839172363,0.1318645531476356,-2.025979995727539,14.915177338885067,0.1720355920918086,6.955191140916976,1.0336589123624778,-24.321413770783693,-8.107137923594564,11.388935357502248,14.915177338885067,0.08780451979133139,0.9627946068386518,0.06704580021270813,0.9674371188020343,3.0446238765364666,9.62794606838652,10.0,2.902311356406103,8.70693406921831,9.0
Van Gogh spent time in hospitals.,Vincent van Gogh,0.993953635579161,0.0,1.0,0.993953635579161,-3.0792330653057434,0.3676253728787824,0.0036360458877224095,-5.61685848236084,0.012288106381232226,-4.407482862472534,21.741721519896846,0.21581644822252596,5.743765734349941,0.2933143586354013,-24.633864522445947,-8.70938632532612,-3.5040629826086973,0.29157997098735244,0.0036360458877224095,-5.61685848236084,0.01070585579657956,-4.536964416503906,33.250273166724334,0.20038414420653988,5.120460027314855,0.1984390683952389,-24.52844087826088,-9.27087923028986,21.74172151989685,33.250273166724334,0.04599451791730725,3.4093114454142035,0.030074940888027462,5.039330249264526,9.642988968917173,27.274491563313628,8.0,13.332814613879071,35.275311744851685,7.0
Van Gogh spent time in asylums.,Vincent van Gogh,0.9890956669961568,0.0,1.0,0.9890956669961568,-2.412413455883507,0.4926799635833067,0.00363605629054802,-5.616855621337891,0.46619731586050533,-1.7667111903429031,11.160864921577431,0.2319015421861979,6.031393783356187,0.3703225445327454,-24.124134558835067,-7.628721178630009,-2.356415315021877,0.5026446752592293,0.00363605629054802,-5.616855621337891,0.500732141642583,-1.729738062247634,10.553054193307497,0.23940100108052664,5.922095871333145,0.2459957066469513,-18.851322520175017,-6.664948994175216,11.160864921577431,10.553054193307496,0.08959879068751099,2.7003486953832376,0.0947592973259037,4.065111597395405,8.53925235407524,27.003486953832375,10.0,11.49787190719348,32.52089277916324,8.0
Vincent van Gogh faced struggles.,Vincent van Gogh,0.988704186242819,0.0,1.0,0.988704186242819,-4.008571240209027,0.4400706566907452,7.091963550235858e-06,-11.856548309326172,0.10349047103990562,-2.268275737762451,55.06813519256467,0.22674082290432493,20.315598647413797,0.3209975976345332,-28.059998681463185,-10.605682614278843,-4.008571240209027,0.4400706566907452,7.091963550235858e-06,-11.856548309326172,0.10349047103990562,-2.268275737762451,55.06813519256467,0.22674082290432493,20.315598647413797,0.3209975976345332,-28.059998681463185,-10.605682614278843,55.06813519256467,55.06813519256467,0.018159322019951397,3.1152881123382556,0.018159322019951397,3.1152881123382556,8.242277607562874,21.80701678636779,7.0,8.242277607562874,21.80701678636779,7.0
Vincent van Gogh continued to paint.,Vincent van Gogh,0.9609280949156008,0.0,1.0,0.9609280949156008,-2.7480366474101174,0.5813217075528017,2.8185048868402955e-05,-10.47671890258789,0.7907463478226774,-0.23791582882404327,15.611950011888414,0.1871989813725772,16.35033782289348,0.6368060752174198,-21.98429317928094,-7.772621393331358,-3.11794819811517,0.5424690918786732,2.8185048868402955e-05,-10.47671890258789,0.728202678373653,-0.31717586517333984,22.599961395547588,0.20186548703945875,17.59142392626098,0.5014266713163877,-21.825637386806193,-8.24931553299469,15.611950011888414,22.599961395547588,0.06405349743231982,1.5703367774225108,0.044247863193120754,1.9943095515336577,4.44158313624835,12.562694219380086,8.0,5.276447110638811,13.960166860735605,7.0
Vincent van Gogh produced some of his most famous works.,Vincent van Gogh,0.9867427912641934,0.0,1.0,0.9867427912641934,-2.1970079998851966,0.5457540647675759,8.562544137167702e-05,-9.365528106689453,0.7363920054087782,-0.3086775615811348,8.998051014001623,0.18601923229914583,9.732424086108596,1.1611000601159718,-26.36409599862236,-7.610658960872878,-2.375339074371203,0.5235243060223161,8.562544137167702e-05,-9.365528106689453,0.6825025998521225,-0.3819889426231384,10.754659197211751,0.19700012551259868,10.235566246590468,0.975094542865962,-26.12872981808323,-7.87810845955938,8.998051014001623,10.754659197211751,0.11113517787840135,0.8612522161958368,0.09298295572762172,1.0255415819073674,2.9834651931649687,10.335026594350042,12.0,3.401336634094268,11.280957400981041,11.0
"Vincent van Gogh painted ""The Starry Night"" in 1889.",Vincent van Gogh,0.9687949300341312,0.0012853779234794,1.0,0.9687949300341312,-0.9724314621549865,0.6005903865711051,0.025797661817742644,-3.6574714183807373,0.6620108954655459,-0.445464625954628,2.6443663255725225,0.1467957083398127,1.4720293987582502,2.403957391562765,-15.558903394479785,-3.889725848619946,-0.9888099899135341,0.625082898838062,0.025797661817742644,-3.6574714183807373,0.8757668590262654,-0.13406523317098618,2.6880337809873387,0.16235299997535527,1.6767838819333212,1.6879395215148094,-13.843339858789477,-3.6997882028758413,2.6443663255725225,2.6880337809873387,0.37816243170601316,0.41598075053648104,0.3720191342359883,0.5924382877785627,1.6639230021459241,6.655692008583697,16.0,2.216701095674365,8.294136028899876,14.0
"Vincent van Gogh painted ""Wheat Field with Cypresses"" in 1889.",Vincent van Gogh,0.9863341808406508,0.0,1.0,0.9863341808406508,-1.1062475540397587,0.626958887470253,0.0025497808231452093,-5.971747875213623,0.8177611659161319,-0.2011849582195282,3.0229934650139527,0.1566106187215616,2.6595157131002543,2.286715576853972,-21.018703526755417,-4.8220212945983585,-1.179942962819469,0.6200248779867561,0.0025497808231452093,-5.971747875213623,0.8177611659161319,-0.2011849582195282,3.254188587854275,0.1642918126424917,2.895774365624889,1.9012673803694768,-20.059030367930973,-4.865029467908923,3.0229934650139527,3.254188587854275,0.3307979364075087,0.4373084305376467,0.30729626541385335,0.5259649486047924,1.9061832558719785,8.308860180215287,19.0,2.168609038470123,8.941404126281471,17.0
Van Gogh's life was tragic.,Vincent van Gogh,0.9709957826559372,0.0,1.0,0.9709957826559372,-2.3527992191375233,0.3857006022866186,0.006200519169516999,-5.083122253417969,0.07897225122220831,-2.8362784385681152,10.514962251037534,0.2007937655503627,3.8363854154826424,0.6580338787405011,-18.822393753100187,-6.654721130490226,-2.6711780237965286,0.31462219182148504,0.006200519169516999,-5.083122253417969,0.02608032656375408,-3.646574020385742,14.456989843530584,0.1890614657264144,3.573519968788529,0.5483805880528745,-18.6982461665757,-7.067272758546587,10.514962251037534,14.456989843530584,0.0951025763217864,1.5196785945338156,0.06917069257314959,1.823551055209089,4.2983001576756115,12.157428756270525,8.0,4.824662595112665,12.764857386463621,7.0
