concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
Elon Musk developed an interest in programming at an early age.,Elon Musk,0.995630836687292,0.0,1.0,0.995630836687292,-2.1566712709803446,0.4258375268243258,0.0001894642807420672,-8.571310043334961,0.1767466012726842,-1.7876537442207336,8.642321777643364,0.18549060802970385,5.806067010409851,1.4438605907698672,-25.880055251764134,-7.470928433124206,-2.386888212102349,0.4270933145089621,0.0001894642807420672,-8.571310043334961,0.1767466012726842,-1.7876537442207336,10.879586248806518,0.198098383049454,7.434808633196525,0.8476179502634995,-19.09510569681879,-6.751139362847221
Elon Musk taught himself computer programming.,Elon Musk,0.999375680368654,0.0,1.0,0.999375680368654,-2.9264109703446075,0.37137621527423387,8.079003151109658e-06,-11.726242065429688,0.149836007937009,-1.8982138633728027,18.660536947833425,0.16399596485846898,14.246374190342332,1.0141459077790507,-20.48487679241225,-7.7425556615030455,-2.9264109703446075,0.37137621527423387,8.079003151109658e-06,-11.726242065429688,0.149836007937009,-1.8982138633728027,18.660536947833425,0.16399596485846898,14.246374190342332,1.0141459077790507,-20.48487679241225,-7.7425556615030455
He moved to Canada in 1992.,Elon Musk,9.546613315707206e-05,0.9932836058785408,0.0,0.9932836058785408,-2.4749947124057345,0.35039674053492237,4.4972193956204575e-05,-10.009466171264648,0.3175060136730186,-1.1472585201263428,11.881644287619102,0.09867750268815806,8.812003575383386,1.8513017602172048,-22.27495241165161,-7.424984137217204,-2.892962483423097,0.3054078429928379,4.4972193956204575e-05,-10.009466171264648,0.3175060136730186,-1.1472585201263428,18.04669351841314,0.08181389000721981,10.33016378223243,1.4364264525940147,-20.250737383961678,-7.6540592833773315
He transferred to the University of Pennsylvania.,Elon Musk,0.9924426643563083,0.0,1.0,0.9924426643563083,-3.4664940710936207,0.24143559805727435,4.278590272762357e-06,-12.361886978149414,0.08274860173904561,-2.554259419441223,32.02427058483596,0.11016996847892424,13.141552703157775,1.1952354115245725,-27.731952568748966,-9.804725858453043,-4.524373018741608,0.1535109974943873,4.278590272762357e-06,-12.361886978149414,0.02997031595368818,-3.5075478553771973,92.23807615016456,0.04353877838540956,17.122473025988484,0.7911532425405852,-22.62186509370804,-10.116805625472164
He graduated from the University of Pennsylvania.,Elon Musk,0.9976818726168332,3.5275531253451234e-05,1.0,0.9976818726168332,-2.141742422361858,0.49202332843275975,0.0002515347178244178,-8.28792953491211,0.5689664122716651,-0.6410728693008423,8.51426014886891,0.16363752231815168,7.598307582317668,1.0252566144614932,-17.133939378894866,-6.057762361627891,-3.169428226351738,0.36057910106009494,0.0002515347178244178,-8.28792953491211,0.057346441539067206,-2.858644485473633,23.793875755132813,0.17299256385935627,9.223605514902022,0.46230821451300275,-15.84714113175869,-7.087056963929076
He graduated with a degree in economics.,Elon Musk,0.996399656834032,0.0006244701673475,1.0,0.996399656834032,-2.768751308438368,0.31384147918704336,0.0002515347178244178,-8.28792953491211,0.1369883259065883,-1.988484501838684,15.938719034589244,0.1236213328338968,6.89874000120593,1.2534656502402248,-22.150010467506945,-7.8312113024635845,-3.963790035247803,0.13749164048773088,0.0002515347178244178,-8.28792953491211,0.012184590045138007,-4.407583236694336,52.656518298024096,0.041121333413028684,6.802260352844238,0.7104817413699206,-19.818950176239014,-8.863303967350374
He graduated with a degree in physics.,Elon Musk,0.9733842666568338,0.0228918048336044,1.0,0.9733842666568338,-2.6564496607752517,0.3336104624082747,0.0002515347178244178,-8.28792953491211,0.21535644001106669,-1.5974303483963013,14.245622417895039,0.11907500844096826,7.060542028693348,1.349561706027966,-21.251597286202013,-7.513574276059536,-3.7841073989868166,0.16912201364170096,0.0002515347178244178,-8.28792953491211,0.012893318012290971,-4.351046085357666,43.996381811789206,0.044628056602049104,7.478491820893154,0.8065777971576618,-18.920536994934082,-8.46152137829444
Elon Musk co-founded Zip2.,Elon Musk,0.9975015473412736,0.0,1.0,0.9975015473412736,-2.849002987944654,0.3813454925206422,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,17.270554303120722,0.16564534901649647,8.752689442494745,0.809875213960156,-19.94302091561258,-7.537753390581504,-2.849002987944654,0.3813454925206422,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,17.270554303120722,0.16564534901649647,8.752689442494745,0.809875213960156,-19.94302091561258,-7.537753390581504
Elon Musk co-founded Zip2 in 1995.,Elon Musk,0.9988289148560358,0.0,1.0,0.9988289148560358,-2.073374867629768,0.5190595127561415,0.00017696648226702674,-8.63955020904541,0.6453929686077499,-0.43789589405059814,7.951613528478404,0.1983137806978774,7.17310380189247,0.993161426656446,-22.807123543927446,-6.876606485680734,-1.9442226769635453,0.5675089056326824,0.00017696648226702674,-8.63955020904541,0.7565543476106599,-0.2898935079574585,6.988197656221155,0.19232437839650568,7.70693101018899,0.8768518045845097,-19.442226769635454,-6.148171937754583
Zip2 was Elon Musk's first company.,Elon Musk,0.9991303683489696,0.0002957872831473,1.0,0.9991303683489696,-2.8763312523563704,0.43846832037138306,1.0520809488353269e-07,-16.067325592041016,0.3409953330165283,-1.0758864879608154,17.749036847852558,0.13840628284890194,23.12499936823515,1.5522449955075963,-25.886981271207333,-8.62899375706911,-3.066056060604751,0.4611471567255583,1.0520809488353269e-07,-16.067325592041016,0.4318046056023797,-0.8623994290828705,21.45711003482089,0.1510781016395996,25.691664763480585,1.203050948449596,-24.52844848483801,-8.672116127806927
News organizations used Zip2 software.,Elon Musk,0.9883158293325446,0.0,1.0,0.9883158293325446,-7.033291233437402,0.10898035462481839,3.8376395185984006e-07,-14.773238182067871,0.004636586216680377,-5.373776912689209,1133.7559318046508,0.06174123809062828,22.308156559979015,0.41971295368183664,-49.23303863406181,-18.608339501966096,-7.033291233437402,0.10898035462481839,3.8376395185984006e-07,-14.773238182067871,0.004636586216680377,-5.373776912689209,1133.7559318046508,0.06174123809062828,22.308156559979015,0.41971295368183664,-49.23303863406181,-18.608339501966096
The company was sold to Compaq.,Elon Musk,0.9984679849350409,0.0,1.0,0.9984679849350409,-3.3755812228579694,0.2806304794894655,3.266334648264944e-05,-10.329257011413574,0.03939675873909742,-3.234071731567383,29.241274540206803,0.14746262916177363,9.105232427253403,0.9350262982146607,-30.380231005721726,-10.126743668573909,-3.4079966913947524,0.3367507947329878,3.266334648264944e-05,-10.329257011413574,0.05672692048225968,-2.9184954166412354,30.20467432552701,0.18689346685694672,11.936451830952228,0.487631678734346,-20.447980148368515,-8.347852939010455
Elon Musk co-founded X.,Elon Musk,0.9941068905922807,0.0011639796647168,1.0,0.9941068905922807,-4.018873086509605,0.3311523599587312,0.0001769651321250651,-8.639557838439941,0.06095490579940603,-4.1632606983184814,55.638370854292,0.18362580690189112,11.630045964296011,0.4016526849993139,-24.11323851905763,-9.844188402952652,-4.018873086509605,0.3311523599587312,0.0001769651321250651,-8.639557838439941,0.06095490579940603,-4.1632606983184814,55.638370854292,0.18362580690189112,11.630045964296011,0.4016526849993139,-24.11323851905763,-9.844188402952652
Elon Musk co-founded X.com.,Elon Musk,0.9984563356773244,0.0,1.0,0.9984563356773244,-3.0659189987927675,0.42202927652962857,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,21.454169285976374,0.2035080018792783,10.055594476346657,0.4977554227712018,-21.461432991549373,-8.111659210673801,-3.0659189987927675,0.42202927652962857,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,21.454169285976374,0.2035080018792783,10.055594476346657,0.4977554227712018,-21.461432991549373,-8.111659210673801
X.com later became PayPal.,Elon Musk,0.9998161451133816,9.420721245135612e-07,1.0,0.9998161451133816,-4.990152320514123,0.2621208689906833,2.4471579769120414e-05,-10.617998123168945,0.027639017720839577,-4.68177342414856,146.95880663192716,0.12894911189054195,16.922194254143943,0.5662945895224496,-29.940913923084736,-12.223326924025018,-4.990152320514123,0.2621208689906833,2.4471579769120414e-05,-10.617998123168945,0.027639017720839577,-4.68177342414856,146.95880663192716,0.12894911189054195,16.922194254143943,0.5662945895224496,-29.940913923084736,-12.223326924025018
PayPal is an online payment system.,Elon Musk,0.99662978058188,0.0,1.0,0.99662978058188,-2.9539301097393036,0.3399739844043034,8.81800600227611e-06,-11.638714790344238,0.17721507966319436,-1.7303911447525024,19.18118996955998,0.1166181631153396,13.863017254547172,1.262773173688738,-20.677510768175125,-7.815364460635932,-3.241722136735916,0.427587222836337,8.81800600227611e-06,-11.638714790344238,0.4626421467249068,-0.7708014249801636,25.577732192702634,0.13513243609721393,19.016709129698512,0.7790314413251909,-16.20861068367958,-7.248711061907376
Elon Musk sold PayPal to eBay.,Elon Musk,0.968779051615352,0.0292545927656848,1.0,0.968779051615352,-3.1688953411898444,0.3487499854878696,0.0005352557620874835,-7.532765865325928,0.11989092534987626,-2.1211729049682617,23.781199729531902,0.14883142728849394,8.988914592279475,0.852250243655196,-22.18226738832891,-8.384109003579503,-3.595730794904133,0.3161245549364418,0.0005352557620874835,-7.532765865325928,0.06563020997458886,-3.298997163772583,36.4423221223359,0.16618573413924734,9.211747492493675,0.5212565961352009,-21.574384769424796,-8.807705699927277
The transaction occurred in 2002.,Elon Musk,0.9955228444763462,0.000485910066277,1.0,0.9955228444763462,-3.6500623524188995,0.1338489714137153,5.0547638108169754e-05,-9.892594337463379,0.10075786954026034,-2.3060810565948486,38.47706511231956,0.0282520175932384,8.052832754111742,1.4357366447557962,-29.200498819351196,-10.323935364596503,-3.860810617605845,0.14885901883002686,5.0547638108169754e-05,-9.892594337463379,0.10075786954026034,-2.3060810565948486,47.503843217318014,0.03493588151499227,10.076596641284247,1.0781239774407794,-23.16486370563507,-9.457016006653905
Elon Musk is the CEO of SpaceX.,Elon Musk,0.9981830781046594,0.0,1.0,0.9981830781046594,-1.075598941766657,0.5008345505753788,0.05041914477902547,-2.98738431930542,0.5158860472129737,-0.6620853841304779,2.9317483213027713,0.11965236931691764,1.0197845186678796,1.6967531444266584,-8.604791534133255,-3.04225322224111,-1.2873067539185286,0.43965672405759576,0.05041914477902547,-2.98738431930542,0.505164528737986,-0.6828711032867432,3.623015731120399,0.11506996376717842,1.2031277717042426,1.0913975800839726,-6.436533769592643,-2.8785054096564235
Elon Musk is the CEO of Tesla.,Elon Musk,0.9981343824319336,0.0,1.0,0.9981343824319336,-1.2379817828768864,0.4610451952125523,0.03421735144615546,-3.3750224113464355,0.3648295224281027,-1.117797702550888,3.4486463194680774,0.1310083742230141,1.211820853605353,1.6403779590925958,-9.903854263015091,-3.501541254630634,-1.5471192996948957,0.3759937554770733,0.03421735144615546,-3.3750224113464355,0.20305147916824393,-1.5942957401275635,4.697917379153014,0.12393018243389842,1.3750637567288055,1.03502239474991,-7.735596498474479,-3.4594639234196563
Elon Musk is a co-founder of OpenAI.,Elon Musk,0.9989348893334636,0.0,1.0,0.9989348893334636,-2.1373071082867683,0.5274572474334974,0.00020104995095222787,-8.511957168579102,0.5720851028564725,-0.563738614320755,8.47658035362451,0.17965897948440762,8.536253328837544,1.115840495078594,-21.373071082867682,-6.758758521454326,-2.8901839278904453,0.4492295397055858,0.00020104995095222787,-8.511957168579102,0.11989106827108179,-2.121171712875366,17.996619377398172,0.218975893945468,10.273468499791436,0.46876533974530776,-20.23128749523312,-7.646707916433954
Elon Musk launched The Boring Company.,Elon Musk,0.9991908216615076,0.0,1.0,0.9991908216615076,-3.1971881468098218,0.49529909649867854,4.595073157088156e-05,-9.987940788269043,0.47831884008217534,-1.149703361093998,24.463645216424503,0.2169926099775183,15.221322152870997,0.4718964034679888,-25.577505174478574,-9.043013677353903,-2.2270806266013614,0.5660495458939797,0.00012445211354570866,-8.991589546203613,0.8367467548144745,-0.1782338172197342,9.27275588947843,0.2079465455429244,9.866927940018217,0.47143745028188117,-15.589564386209531,-5.892301487677102
Elon Musk co-founded Neuralink.,Elon Musk,0.9973598161321306,0.0,1.0,0.9973598161321306,-2.901394771606387,0.42986980483470383,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,18.199511837477093,0.20949360698959238,9.415325928257962,0.4864534636129621,-20.30976340124471,-7.676369020893547,-2.901394771606387,0.42986980483470383,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,18.199511837477093,0.20949360698959238,9.415325928257962,0.4864534636129621,-20.30976340124471,-7.676369020893547
Elon Musk proposed the Hyperloop transportation system.,Elon Musk,0.9943657800884482,0.0,1.0,0.9943657800884482,-2.573171205042551,0.4018612558434574,9.366357230175597e-06,-11.578386306762695,0.13957412122127394,-1.969159483909607,13.107324617291985,0.1781832629121909,11.550231809834775,1.203279025679448,-23.15854084538296,-7.719513615127653,-2.7474422604427673,0.41364574763295736,9.366357230175597e-06,-11.578386306762695,0.1297325232855751,-2.0451661944389343,15.60267322953881,0.1992063025555836,12.720677179311375,0.8406350820968784,-21.97953808354214,-7.770940213110309
Elon Musk was born in South Africa.,Elon Musk,0.9991219159416324,0.0,1.0,0.9991219159416324,-1.4460820757958572,0.4667839696745598,0.012275044064482585,-4.400187015533447,0.34798374779788466,-1.0816643238067627,4.246444632616703,0.15418205704812724,2.1188263825533658,1.3532164351672096,-11.568656606366858,-4.090137767790278,-1.1667786535108462,0.479411970117602,0.06651987985744087,-2.710254430770874,0.34798374779788466,-1.0816643238067627,3.2116301833446044,0.1470794346393758,1.0203002720918402,1.157326838945745,-7.000671921065077,-2.858012343873186
Elon Musk became a billionaire through his ventures.,Elon Musk,0.9928307525473582,0.0,1.0,0.9928307525473582,-2.0926595568243,0.38213869487182683,0.0009166150387024479,-6.994822978973389,0.13743004696617814,-1.9846402406692505,8.106446074252304,0.13572230309932942,4.504797917132658,1.5025366631883024,-18.8339360114187,-6.2779786704729,-2.332792576668518,0.3867353803874796,0.0009166150387024479,-6.994822978973389,0.11989092534987626,-2.1211729049682617,10.306683586283954,0.15947153027783348,5.379116344119141,0.9207087938528213,-16.329548036679626,-6.171989018162476
Elon Musk is involved in the development of electric vehicles.,Elon Musk,0.9973600537032672,0.0,1.0,0.9973600537032672,-1.7741939229890704,0.4490462607057033,0.0011665478406298732,-6.753706455230713,0.21912213492560234,-1.5181260108947754,5.895526971705832,0.16182672465821038,3.9182572846330896,1.6817549008093302,-19.516133152879775,-5.88433554788345,-2.5004585457167456,0.3033145324798192,0.0011665478406298732,-6.753706455230713,0.11989063950797632,-2.1211752891540527,12.188081472095238,0.1392436056135364,4.491756788253436,1.0252306356476282,-17.50320982001722,-6.615591475592739
Elon Musk is involved in the development of space travel technologies.,Elon Musk,0.9984512251914944,0.0,1.0,0.9984512251914944,-2.0129719745212546,0.41635388980477206,0.0011665489531371182,-6.7537055015563965,0.19148169096033885,-1.6634914875030518,7.485531129366085,0.1604259577614077,4.596780392626428,1.8013266480714167,-24.155663694255054,-6.973139468166113,-2.7678423959296197,0.2724924760242715,0.0011665489531371182,-6.7537055015563965,0.0930772656643304,-2.4176442623138428,15.924238715153887,0.12898029070325728,4.997567021426027,1.1448025353850433,-22.142739167436957,-7.828640509669819
Elon Musk co-founded Zip2.,Elon Musk,0.9975015473412736,0.0,1.0,0.9975015473412736,-2.849002987944654,0.3813454925206422,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,17.270554303120722,0.16564534901649647,8.752689442494745,0.809875213960156,-19.94302091561258,-7.537753390581504,-2.849002987944654,0.3813454925206422,0.00017696496335804418,-8.639558792114258,0.11989092534987626,-2.1211729049682617,17.270554303120722,0.16564534901649647,8.752689442494745,0.809875213960156,-19.94302091561258,-7.537753390581504
"Elon Musk co-founded X.com, which became PayPal.",Elon Musk,0.9997189195305192,0.0,1.0,0.9997189195305192,-2.387722285125743,0.47739987350151925,0.00017696648226702674,-8.63955020904541,0.4175828796913063,-0.8732722401618958,10.888664403598057,0.1788359141929048,8.460321125043798,1.2309858197665942,-26.264945136383176,-7.919178923332084,-2.387722285125743,0.47739987350151925,0.00017696648226702674,-8.63955020904541,0.4175828796913063,-0.8732722401618958,10.888664403598057,0.1788359141929048,8.460321125043798,1.2309858197665942,-26.264945136383176,-7.919178923332084
Elon Musk advocates for sustainable energy.,Elon Musk,0.9950399830112424,0.0,1.0,0.9950399830112424,-3.231692752401744,0.40822922230808434,5.386890690557898e-06,-12.131542205810547,0.11989092534987626,-2.1211729049682617,25.32248540976031,0.18757242944241517,15.846473695835881,0.6641000712822549,-22.621849266812205,-8.550255336624849,-3.7612491631880403,0.3184180089546353,5.386890690557898e-06,-12.131542205810547,0.06931856725361693,-3.0489683151245117,43.00210909398501,0.1623721227080199,16.5245426997078,0.6126213155247653,-22.56749497912824,-9.213141245280918
Elon Musk advocates for interplanetary travel.,Elon Musk,0.9974657264071484,0.0,1.0,0.9974657264071484,-3.1069972512858737,0.4087026494505596,5.386890690557898e-06,-12.131542205810547,0.123867191650925,-2.088545322418213,22.35382061707788,0.18001877065021946,15.245125019470843,1.06131157145014,-27.962975261572865,-9.320991753857621,-3.4885776217361126,0.3414034178282823,5.386890690557898e-06,-12.131542205810547,0.12187905850040062,-2.1048591136932373,32.739346836742264,0.1617584377889565,15.840333434888228,1.0098328156926504,-27.9086209738889,-9.867187572100974
Elon Musk has a significant presence on social media.,Elon Musk,0.9993893766063918,0.0,1.0,0.9993893766063918,-1.7930440205847844,0.40345427262474576,0.00815697216985605,-4.808882236480713,0.22206196673711986,-1.6237325072288513,6.007712260477224,0.1493350544546605,2.6460706659084705,1.6193441279103893,-17.930440205847844,-5.670103049993755,-2.026209059005071,0.4144733716604697,0.00815697216985605,-4.808882236480713,0.11989106827108179,-2.121171712875366,7.5852764494994425,0.18635587937360182,3.331180399525057,0.7741384775218574,-14.183463413035497,-5.360845274353617
Elon Musk's companies focus on innovation.,Elon Musk,0.9866115395211378,0.0,1.0,0.9866115395211378,-3.26210821676068,0.24199437511249727,0.0002051363671889855,-8.491835594177246,0.04273874061550535,-3.191594123840332,26.104513143631557,0.1303369672243686,6.338381793240368,0.8856311224193281,-26.09686573408544,-9.22663536414333,-3.6786208352340117,0.17554432072237927,0.0002051363671889855,-8.491835594177246,0.03103947318705462,-3.4724955558776855,39.59175285105403,0.11363165614310988,5.85600281578033,0.6405914012155108,-25.750345846638083,-9.732715897729905
Elon Musk's companies address global challenges.,Elon Musk,0.9858555639262176,0.0,1.0,0.9858555639262176,-3.7679385419469327,0.18690455876156842,3.657610108433512e-06,-12.51870059967041,0.03747171087358139,-3.2991232872009277,43.290730762711654,0.09968073099236888,12.48238631904302,1.0279695750635938,-30.14350833557546,-10.657339576419314,-3.7679385419469327,0.18690455876156842,3.657610108433512e-06,-12.51870059967041,0.03747171087358139,-3.2991232872009277,43.290730762711654,0.09968073099236888,12.48238631904302,1.0279695750635938,-30.14350833557546,-10.657339576419314
Elon Musk's companies are highly influential.,Elon Musk,0.9854998978917218,0.0,1.0,0.9854998978917218,-3.3161204631906003,0.17263597437603656,0.005252149533313643,-5.249117851257324,0.024744273515269744,-3.7326183319091797,27.553249096726006,0.10108399887646285,3.172830505837155,0.852938909173973,-26.528963705524802,-9.379405067014194,-3.557921225205064,0.1691262163140868,0.005252149533313643,-5.249117851257324,0.01844907384348487,-3.992741107940674,35.09017669999769,0.11542602293130165,3.158351138584833,0.5327747757582644,-24.905448576435447,-9.413374746250831
"In 2002, Musk founded SpaceX.",Elon Musk,0.999394488296248,0.0,1.0,0.999394488296248,-2.853758489092191,0.2291529353220623,0.0016951114465043127,-6.380006790161133,0.0971695513360617,-2.3312978744506836,17.35288003884495,0.07499621176360675,4.633027822241616,1.630845795360917,-25.68382640182972,-8.561275467276573,-2.4129774514585733,0.25758516330650705,0.0028504059244735974,-5.860293865203857,0.1566568813148333,-1.9315536618232727,11.167161375426266,0.07709521394062259,3.4635649917855,1.6200309728221396,-19.303819611668587,-6.824930875106362
SpaceX aimed to reduce space transportation costs.,Elon Musk,0.992458859564822,0.0,1.0,0.992458859564822,-3.975730698555708,0.27146617601451495,1.1528795575400454e-05,-11.370662689208984,0.037547276987507754,-3.2990282773971558,53.28904090837431,0.13358302093162852,13.323014451846904,0.8788007474221582,-31.805845588445663,-11.245064548481082,-4.509390675595829,0.19788410674432422,1.1528795575400454e-05,-11.370662689208984,0.03070742317458294,-3.483250856399536,90.86643450276681,0.10935174229148172,12.947958461926477,0.689943793477435,-31.5657347291708,-11.930726292060102
SpaceX had the goal of enabling the colonization of Mars.,Elon Musk,0.9929002044804174,0.0,1.0,0.9929002044804174,-3.1373167725237594,0.30949778877754147,0.0003834217615850409,-7.866374969482422,0.05647558234451095,-2.8739469051361084,23.041957024587855,0.15120587151503304,7.484500053699409,1.2193730936576457,-34.510484497761354,-10.405302582950094,-3.3432867707063756,0.2740768412514089,0.0006060876839138572,-7.4084858894348145,0.04848637601739287,-3.0720667839050293,28.312029095215845,0.13661721394332246,7.050349565189649,0.6611141779966938,-20.059720624238253,-8.189346652027963
