concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
Albert Einstein is considered one of the greatest scientists of all time.,Albert Einstein,0.9975296589269927,0.0,1.0,0.9975296589269927,-1.403425142240639,0.49914330600943607,0.015137049486807575,-4.190609931945801,0.5297185061630298,-0.6354095339775085,4.069113417717251,0.17536468350529344,2.0600073903051332,1.8089259628874452,-18.244526849128306,-5.060121311623966,-1.7328209997309993,0.3854780375789504,0.015137049486807575,-4.190609931945801,0.19650510847898317,-1.6270668506622314,5.656588656979901,0.14259997399930116,2.070826317697496,1.5610709102156082,-15.595388997578993,-5.198462999192998
Albert Einstein's work had a major impact on the development of atomic energy.,Albert Einstein,0.9745365931956748,0.002737273300148,1.0,0.9745365931956748,-1.5452814846260783,0.48115894287682726,0.012407503257753643,-4.389453887939453,0.5360644494764376,-0.6235008835792542,4.6892914047023595,0.17069156103679262,2.4406431083656748,2.047914589916826,-23.179222269391175,-5.984849455159474,-2.026757878088392,0.3663925580348179,0.012407503257753643,-4.389453887939453,0.09665456024345957,-2.3521692752838135,7.589440536527887,0.16278583496137417,2.6001999901870856,1.3475520509379335,-20.267578780883923,-6.4091711604491906
Albert Einstein is one of the most brilliant minds.,Albert Einstein,0.9910965535245984,0.0,1.0,0.9910965535245984,-2.555554647278041,0.44338172808087206,2.378760069550482e-05,-10.646346092224121,0.1844571110853087,-1.8848686218261719,12.878440669030267,0.20363393715348516,10.004897771875093,0.9432708128299288,-25.555546472780406,-8.08137337042683,-3.278623513910653,0.33881537742864815,2.378760069550482e-05,-10.646346092224121,0.07973698565127488,-2.529021739959717,26.53921668363479,0.17405399846610056,11.913052984479389,0.7365850975510193,-22.950364597374573,-8.674422460416306
Einstein's achievements are recognized in human history.,Albert Einstein,0.9951314741783222,0.0,1.0,0.9951314741783222,-4.408880387743314,0.14171315195743608,3.2356503356031986e-05,-10.338695526123047,0.04742441596136582,-3.0486180782318115,82.17740514895931,0.0790136170536062,11.397633731458283,0.9752143100282507,-39.67992348968983,-13.226641163229942,-4.7989883699587415,0.1632862063962504,3.2356503356031986e-05,-10.338695526123047,0.04742441596136582,-3.0486180782318115,121.38755608568334,0.09889144437999796,13.76009747451523,0.6508385684536933,-33.59291858971119,-12.696929771602061
Einstein made significant contributions to science.,Albert Einstein,0.9929617999621894,0.0,1.0,0.9929617999621894,-2.468487625675542,0.31311114533918255,0.007454039236115944,-4.898999214172363,0.04742441596136582,-3.0486180782318115,11.80458040036222,0.17166785815691235,3.1445388890019856,0.7344612118538278,-17.279413379728794,-6.531004371977783,-2.876045615722736,0.2024420055601286,0.007454039236115944,-4.898999214172363,0.04712331446711755,-3.055007815361023,17.743967796704897,0.11454555835368058,2.505904097076491,0.7118508239950359,-17.256273694336414,-7.044844235489371
Einstein's theories changed our understanding of the universe.,Albert Einstein,0.9971836453887164,0.0,1.0,0.9971836453887164,-2.0772951436811127,0.3681777014372548,0.006628763997520171,-5.016336917877197,0.09553172175804583,-2.3496183156967163,7.982847230930085,0.1706701850571235,2.917419174995678,1.2867998769518845,-20.772951436811127,-6.568984026439046,-2.498416028916836,0.2783520386096874,0.006628763997520171,-5.016336917877197,0.07131841884021026,-2.67864990234375,12.16321251720474,0.15464645041248382,2.7218005156324145,0.9272345302283197,-19.987328231334686,-7.066587665089039
Einstein is renowned for his intellectual capabilities.,Albert Einstein,0.9989552333491096,0.0,1.0,0.9989552333491096,-4.0812100623734295,0.2513763706698632,0.00018803468363010436,-8.57888412475586,0.040247438055927745,-3.228866457939148,59.21708287688284,0.15583428537678923,9.607193300775993,0.5663875661234437,-32.649680498987436,-11.543405242204098,-4.864327903836966,0.1718458365655876,0.00018803468363010436,-8.57888412475586,0.024073177928938674,-5.141093373298645,129.58381655199153,0.1128935113386567,9.418765051963746,0.4019493822859054,-29.185967423021793,-11.915121305982646
Einstein's work has had a lasting impact on modern physics.,Albert Einstein,0.9909380289125072,0.0,1.0,0.9909380289125072,-1.7938843430019915,0.38244234478258005,0.024437975272113485,-3.7116169929504395,0.1222779016259786,-2.117667317390442,6.012762797508377,0.1594469606391596,1.9732214461113593,1.8012199620394833,-21.526612116023898,-6.214197649963529,-2.113903245422989,0.27704765148418337,0.03609568894735965,-3.3215818405151367,0.07512622910971929,-2.6488394737243652,8.280499108816043,0.1308452762684538,1.5156569741780372,1.2534971570415223,-16.911225963383913,-5.979021278443384
"Albert Einstein was born on March 14, 1879.",Albert Einstein,0.9961537833124692,0.0,1.0,0.9961537833124692,-0.8312308815433286,0.6419123150431768,0.06528276121018034,-2.729027271270752,0.8744779380378677,-0.13412821292877197,2.296143281956047,0.15075466095845422,1.1306307166269138,1.7267210622268463,-10.806001460063271,-2.9970455651536048,-0.7176366453376514,0.68890611853091,0.06528276121018034,-2.729027271270752,0.9255594305038519,-0.07735693454742432,2.0495835892819314,0.14696185565726505,1.0395377544623967,1.2687554282348115,-7.894003098714165,-2.3801314883943405
"Albert Einstein was born in Munich, Germany.",Albert Einstein,0.0,0.997789742025348,0.0,0.997789742025348,-1.4193533783416368,0.533877925193496,0.004901138031886798,-5.3182878494262695,0.6878543451052855,-0.3741781711578369,4.134446153290584,0.16807103026557468,2.9515410684906636,1.211173260930053,-12.77418040507473,-4.25806013502491,-1.7571846736661558,0.4588495266669108,0.004901138031886798,-5.3182878494262695,0.19863055462734655,-1.6163086891174316,5.796096499611264,0.18738852322603153,3.275872656647466,0.863546065672971,-12.30029271566309,-4.6490736541348365
Albert Einstein was a theoretical physicist.,Albert Einstein,0.9961579210450322,0.0,1.0,0.9961579210450322,-1.6091913961406266,0.48082160733776597,0.013180162315538353,-4.329042434692383,0.5558391751357734,-0.5872762799263,4.998767570445855,0.16651610855000612,2.76315133044741,0.9555337722264522,-11.264339772984385,-4.257520246092922,-2.0605770643800496,0.42441154622466043,0.013180162315538353,-4.329042434692383,0.07973704268363173,-2.5290210247039795,7.850498746641165,0.22024241897805558,3.1507492070084764,0.37172252834094466,-10.302885321900249,-4.607590388830752
Albert Einstein revolutionized our understanding of space.,Albert Einstein,0.9938350517592016,0.0,1.0,0.9938350517592016,-2.4841201649590707,0.5499220995350628,5.682497490630658e-05,-9.775534629821777,0.6913256307979705,-0.3691443204879761,11.99056589243038,0.19728574855650885,12.604988374339184,0.7865516142168208,-22.357081484631635,-7.452360494877212,-2.794563442177605,0.49373408479377096,5.682497490630658e-05,-9.775534629821777,0.44030552175508986,-1.016821801662445,16.35548707857045,0.1935326301209638,13.313236665799929,0.78597799632691,-22.35650753742084,-7.904219041679219
Albert Einstein revolutionized our understanding of time.,Albert Einstein,0.994316864163155,0.0,1.0,0.994316864163155,-2.2103632502904578,0.48521677073893243,0.0003329850677897618,-8.007412910461426,0.18928541271220928,-1.664499282836914,9.11902828115355,0.21237966518312018,7.091528354792818,0.7908992013741621,-19.893269252614118,-6.631089750871372,-2.4865869131754152,0.4209405898981243,0.0003329850677897618,-8.007412910461426,0.1469540533763621,-1.960947036743164,12.020180109850997,0.20174427651968777,7.291273791703675,0.7903255834842515,-19.892695305403322,-7.033129873264244
Albert Einstein revolutionized our understanding of gravity.,Albert Einstein,0.9918517107523096,0.0,1.0,0.9918517107523096,-2.205860529987452,0.47836006797062514,0.0003329850677897618,-8.007412910461426,0.18928541271220928,-1.664499282836914,9.07806015060223,0.217910278190466,6.554806024195391,0.704541044466046,-19.852744769887067,-6.617581589962356,-2.481521352834534,0.4132267992837785,0.0003329850677897618,-8.007412910461426,0.1345112276979205,-2.0967601537704468,11.959445120444206,0.20696797875577766,6.690256773945242,0.7039674265761351,-19.85217082267627,-7.018802304994056
Einstein grew up in Germany.,Albert Einstein,0.9910882412326616,0.0,1.0,0.9910882412326616,-2.705636128783226,0.32913165222988966,0.0007568087816180279,-7.186399936676025,0.056285278988852855,-2.8898708820343018,14.96383258815367,0.16889328614817023,5.653663581089888,0.6425529042353075,-16.233816772699356,-6.627427945158098,-3.213305425643921,0.22576707271925298,0.0007568087816180279,-7.186399936676025,0.047424155904255874,-3.048623561859131,24.861127167047748,0.13856652559333993,5.238027607457671,0.501033468356069,-16.066527128219604,-7.1851693642087024
Einstein was from a middle-class family.,Albert Einstein,0.9762416851464802,0.0,1.0,0.9762416851464802,-2.5141212339513004,0.32324542964442,0.00015793238143321016,-8.75334358215332,0.11587480549359454,-2.2183908820152283,12.355746196712897,0.12010040283646164,6.82448328516443,1.3843048783064398,-20.112969871610403,-7.11100869300822,-1.7897892586886883,0.37077700418846654,0.04742441596136582,-3.0486180782318115,0.07596229162029589,-2.5775182247161865,5.9881903743084495,0.15062540275811961,1.752727615239969,0.7755834509865133,-8.948946293443441,-4.002090447826863
Einstein's family was Jewish.,Albert Einstein,0.9978249836833738,0.0,1.0,0.9978249836833738,-2.9329705834388733,0.12765798765244885,0.001997949510348046,-6.215633869171143,0.07257573426901165,-2.641165256500244,18.783345197288575,0.02454153755636206,2.6978671312191964,1.1206206006169426,-17.59782350063324,-7.184281360018314,-3.3689576148986817,0.059002606601471164,0.001997949510348046,-6.215633869171143,0.058913356377373764,-2.8316874504089355,29.048231826815602,0.0011684769841047882,2.09693240785622,0.7659899428523499,-16.844788074493408,-7.53321824022901
Albert Einstein's father was Hermann Einstein.,Albert Einstein,0.9962972946818636,0.0,1.0,0.9962972946818636,-2.4981516823275647,0.4419085891100174,0.0003968808808350721,-7.831874370574951,0.07973704268363173,-2.5290210247039795,12.159997638401082,0.21303575461197813,6.82867151057669,0.636755309366194,-22.48336514094808,-7.494455046982694,-2.7882360136252373,0.3924746337351295,0.0003968808808350721,-7.831874370574951,0.06244955100509979,-2.813259482383728,16.252325620204022,0.2176717804424177,6.924915176019016,0.4881395511610621,-22.3058881090019,-7.886322371131809
Albert Einstein had one sister.,Albert Einstein,0.9857760963263784,0.0016793877273503,1.0,0.9857760963263784,-3.068019458441995,0.20255609569561783,0.0036275290407967987,-5.619203567504883,0.0611058921989933,-2.8439334630966187,21.499280263177397,0.12782342755207002,3.1294996959900847,0.6061787223506385,-18.40811675065197,-7.5150821941128685,-2.766810499178246,0.24100412528234236,0.0036275290407967987,-5.619203567504883,0.07973706169442642,-2.5290207862854004,15.9078150201917,0.14451860718787413,3.2110386123435957,0.5589929144385174,-13.834052495891228,-6.186776357022683
Albert Einstein's sister was named Maja.,Albert Einstein,0.99430201345567,0.0,1.0,0.99430201345567,-2.1563811448350965,0.39495313637345686,0.0005692143990455547,-7.471253395080566,0.25948206615638886,-1.3490676879882812,8.639814777830704,0.1483414734975561,5.222834508786645,1.405940174073226,-19.407430303515866,-6.4691434345052885,-2.3432910308765713,0.3797870223117183,0.0005692143990455547,-7.471253395080566,0.1696095544200103,-1.9390443563461304,10.415457813506057,0.16481405854314762,5.561271072884642,1.0646250498312755,-18.74632824701257,-6.627827912905756
Einstein was fascinated by science.,Albert Einstein,0.9814277203547476,0.0,1.0,0.9814277203547476,-3.7977741894622645,0.26100475574137805,0.00042453064364926345,-7.7645263671875,0.02601463009805587,-4.214606761932373,44.601798773728994,0.13324989641513532,7.998917184769673,0.5684736540205657,-22.786645136773586,-9.302608922494516,-5.541977763175964,0.013749350073533697,0.00042453064364926345,-7.7645263671875,0.003574356873114822,-5.677380561828613,255.18219064864948,0.00038018230357887234,2.842343656617615,0.18784881464286193,-22.167911052703857,-11.083955526351929
Einstein was fascinated by mathematics.,Albert Einstein,0.9953360985235804,0.0,1.0,0.9953360985235804,-3.3382309215764203,0.2648267649312173,0.00042453064364926345,-7.7645263671875,0.03445898716157802,-3.44430673122406,28.169248989026016,0.13132483734647438,6.734548593597551,0.6518880800862915,-20.029385529458523,-8.17696240144308,-4.8526628613471985,0.019482363858292565,0.00042453064364926345,-7.7645263671875,0.01504038444263256,-4.2987507581710815,128.0809980876202,0.0003166751830018511,3.1920167889327153,0.27126324070858765,-19.410651445388794,-9.705325722694397
Einstein often experimented on his own.,Albert Einstein,0.990751591058188,0.0001569957222189,1.0,0.990751591058188,-4.298823373658316,0.142611032450723,0.0001015641028098135,-9.194820404052734,0.04742441596136582,-3.0486180782318115,73.61312757777188,0.03800092106873689,9.46855378772609,1.0680353526087494,-30.091763615608215,-11.373617576891597,-4.606721301873525,0.15201790874300045,0.0001015641028098135,-9.194820404052734,0.024863940886114398,-4.560979247093201,100.15523194879069,0.04371498266247891,10.383038146285914,0.8567956816621372,-27.64032781124115,-11.284116576799969
Einstein often read on his own.,Albert Einstein,0.9949868788459424,0.0,1.0,0.9949868788459424,-4.837729454040527,0.04558852292835954,0.0005192616173310204,-7.563102722167969,0.00498606448729798,-5.301108360290527,126.18252300667228,0.006849429159478522,3.9875912187541513,0.6157896867000188,-33.86410617828369,-12.79942904560351,-4.491418202718099,0.05302124525262053,0.0005192616173310204,-7.563102722167969,0.01067107404551701,-4.707131862640381,89.24792782276369,0.007604283158011303,3.8126693756656334,0.6089281075849059,-26.948509216308594,-11.001682818107641
Albert Einstein studied physics.,Albert Einstein,0.9880526314052628,0.0,1.0,0.9880526314052628,-3.6286970481742173,0.24077844454117087,0.0005077859033793481,-7.585450649261475,0.07973719477011612,-2.5290191173553467,37.66371063222856,0.14595117228341015,7.5214980532426186,0.4785322739771518,-18.143485240871087,-8.114013269470378,-3.6286970481742173,0.24077844454117087,0.0005077859033793481,-7.585450649261475,0.07973719477011612,-2.5290191173553467,37.66371063222856,0.14595117228341015,7.5214980532426186,0.4785322739771518,-18.143485240871087,-8.114013269470378
Einstein attended the Swiss Federal Polytechnic University.,Albert Einstein,0.9983527205566062,1.889432397096535e-05,1.0,0.9983527205566062,-1.83763163452968,0.4879525399538334,0.0007355967442586492,-7.2148284912109375,0.5208031581297754,-0.7165660113096237,6.28164340242339,0.17163455556076496,4.907592095667656,1.2860633269655257,-18.3763163452968,-5.811101465491911,-1.9219582253653142,0.504387277790443,0.0007355967442586492,-7.2148284912109375,0.7015664168352047,-0.35443970561027527,6.834328529704334,0.1880040556566024,5.38177036707779,0.91926489997998,-17.297624028287828,-5.765874676095943
Einstein graduated in 1900.,Albert Einstein,0.97173454371017,0.0021256605029163,1.0,0.97173454371017,-2.9083553722926547,0.20929808300710398,0.0004215134389503543,-7.771658897399902,0.05054489529033583,-2.984893321990967,18.32663327960944,0.059603732719780554,5.274582486329401,1.3170902368027668,-20.358487606048584,-7.694785039285037,-2.895599047342936,0.23575694762656532,0.0004215134389503543,-7.771658897399902,0.11188045437360047,-2.3919896483421326,18.09433756009716,0.06463718755442044,6.152540500600744,1.1662191163899107,-17.373594284057617,-7.092740165679265
He worked as a patent clerk.,Albert Einstein,0.9962233412822334,0.0,1.0,0.9962233412822334,-2.4000051372817586,0.42193772844445665,0.0014905128194703915,-6.5086350440979,0.5362190552095855,-0.6232125163078308,11.023233009950003,0.14750138132387539,6.089483905781334,0.9353876463435823,-16.80003596097231,-6.349816738524964,-3.2066414192318917,0.3102250065961765,0.0014905128194703915,-6.5086350440979,0.014658625505622818,-4.222726345062256,24.696003260663314,0.15193280799676942,6.224958899922582,0.4768058646837951,-16.033207096159458,-7.170268192868911
He worked in Bern.,Albert Einstein,0.996397284907472,0.0,1.0,0.996397284907472,-5.003686237335205,0.02589815433609687,0.0014905092658151424,-6.508637428283691,0.005193874316170947,-5.260275363922119,148.96125481549365,0.00185801194398805,2.4406720648112783,0.3360625115451458,-25.018431186676025,-11.188582564761663,-5.70712947845459,0.004391079105615016,0.0014905092658151424,-6.508637428283691,0.0034556067928985983,-5.813627243041992,301.00578338097984,9.743505137031607e-06,0.5766781136313739,0.0909532815916887,-22.82851791381836,-11.41425895690918
Bern is in Switzerland.,Albert Einstein,0.9808086465749396,0.0,1.0,0.9808086465749396,-5.154454791545868,0.13770463301262437,6.057654901042248e-06,-12.014187812805176,0.009067430523065247,-4.703066349029541,173.20135017157938,0.05715362132161596,15.028382133758118,0.5337572025897052,-25.77227395772934,-11.52571130084607,-5.090205013751984,0.22547463857185615,6.057654901042248e-06,-12.014187812805176,0.06278292557048742,-2.7680721282958984,162.42315762130087,0.07599102941159497,24.836953855524925,0.4735321931230013,-15.270615041255951,-8.816493704760273
He developed his famous theory of special relativity.,Albert Einstein,0.9958960896506877,0.0,1.0,0.9958960896506877,-2.4269287632698253,0.38439654390717026,0.009162536773177724,-4.69263219833374,0.0938169766547316,-2.575202465057373,11.324049780641849,0.18995906232158896,4.250293051571183,0.9011350154465598,-24.26928763269825,-7.674622610908241,-2.6924480702639104,0.3200594455688388,0.009162536773177724,-4.69263219833374,0.03900303445004768,-3.2441158294677734,14.767784278066001,0.16967300257580414,4.017542811212899,0.8652424145047043,-24.232032632375194,-8.07734421079173
The theory of special relativity is famous.,Albert Einstein,0.9953925440416422,0.0,1.0,0.9953925440416422,-2.7036773067214503,0.3724327724584745,0.0003240914388610365,-8.03448486328125,0.1349652743669341,-2.0027377605438232,14.93454979200797,0.19645627690969675,6.723403790427813,0.8272017263882423,-24.333095760493052,-8.11103192016435,-2.986888383272799,0.36689299220902655,0.0003240914388610365,-8.03448486328125,0.09899246986728616,-2.383523106575012,19.823902037686352,0.20144617231810333,8.143074210917462,0.4807263146054036,-17.921330299636793,-7.3163524576649515
He developed the theory while in Bern.,Albert Einstein,0.952187128458518,0.0197620153592174,1.0,0.952187128458518,-4.521249305456877,0.2329825277794162,9.26488852682173e-07,-13.891863822937012,0.01398152382197475,-4.272183418273926,91.9504003885537,0.14873569509310147,15.891488774194048,0.4588100659260796,-36.169994443655014,-12.788024173294103,-5.287395513306062,0.15880384086653246,9.26488852682173e-07,-13.891863822937012,0.012172040004142338,-4.4343907833099365,197.82751472995577,0.11104856002157848,17.349378523255567,0.30551059545496373,-31.72437307983637,-12.951421075880996
Albert Einstein was 26 years old in 1905.,Albert Einstein,0.994955131311115,0.0,1.0,0.994955131311115,-1.8402923601873529,0.4973454769863164,0.0013332073050120008,-6.6201677322387695,0.5537215561073574,-0.6213291436433792,6.298379387255215,0.16992984941075287,4.92686841003965,1.5213209478631282,-22.083508322248235,-6.3749597372506805,-1.8845057944068686,0.5223266816981181,0.0013332073050120008,-6.6201677322387695,0.6475255182651267,-0.5007416605949402,6.5831002330018595,0.18027415274041528,5.590484754608786,1.1006067901136756,-18.845057944068685,-5.959330574110704
"In 1905, Einstein published four papers.",Albert Einstein,0.9994318779424852,0.0,1.0,0.9994318779424852,-2.1616936821490524,0.41335034506039053,0.00027748464785843686,-8.18974494934082,0.36124757356830167,-1.0226984024047852,8.68583625338784,0.10983562382577665,7.339385876603397,2.0692228482625605,-21.616936821490526,-6.835875639187074,-1.6667938915391762,0.45912937738751286,0.00027748464785843686,-8.18974494934082,0.39546668999304024,-0.927688717842102,5.295163684142274,0.10108238402056365,5.705615168769003,2.0603639450234157,-15.001145023852587,-5.000381674617529
The four papers Einstein published in 1905 were groundbreaking.,Albert Einstein,0.998404643935587,0.0,1.0,0.998404643935587,-2.470215754879367,0.4079238215293135,0.0001359750726213556,-8.90303897857666,0.20876160528732274,-1.5836230516433716,11.824997877428896,0.1663804771199741,7.452418337027841,1.555752002121927,-29.642589058552403,-8.557078386216343,-2.5902789595032423,0.4181885463183051,0.0001359750726213556,-8.90303897857666,0.24699741240106918,-1.3983774185180664,13.333490588359544,0.1653349672790079,8.7552360916774,1.1556429928252976,-23.31251063552918,-7.770836878509726
Einstein's four groundbreaking papers changed the course of physics.,Albert Einstein,0.9949260977500562,0.0,1.0,0.9949260977500562,-2.9925195407889658,0.35138123058783294,3.6944111821813335e-05,-10.206104278564453,0.1004395548413067,-2.29819917678833,19.935848450770717,0.153848718535213,10.257225098239537,1.437052757727497,-32.91771494867862,-9.92506449460364,-3.656044163637691,0.20871396679928933,3.6944111821813335e-05,-10.206104278564453,0.04742432550655713,-3.0486199855804443,38.70791742117614,0.0760815414529609,10.115142177448027,1.4239055329297297,-32.90439747273922,-10.968132490913073
Einstein explained how light can behave as waves.,Albert Einstein,0.0010190260100435,0.9861881865704156,0.0,0.9861881865704156,-3.856671392917633,0.08594191247995289,9.081756979437308e-05,-9.306657791137695,0.03918729189897447,-3.2394027709960938,47.30762052176069,0.01617941740734399,5.303679598356423,1.2718358937729641,-34.7100425362587,-11.5700141787529,-4.232032120227814,0.04345965409013923,9.081756979437308e-05,-9.306657791137695,0.026227058024734365,-3.7809457778930664,68.85701583184257,0.0019591640821719604,4.698578467689526,0.9082940135965742,-33.85625696182251,-11.969994441649478
Einstein explained how light can behave as particles.,Albert Einstein,0.9941156045738324,0.0,1.0,0.9941156045738324,-3.681658195124732,0.08805009382782505,9.081756979437308e-05,-9.306657791137695,0.03918729189897447,-3.2394027709960938,39.71219006615872,0.01586826571797152,5.058262534827813,1.335783649845705,-33.13492375612259,-11.044974585374197,-4.0351422727108,0.04583135810649543,9.081756979437308e-05,-9.306657791137695,0.029694065020636103,-3.570716977119446,56.55096532514643,0.0018100041195506862,4.565986413719427,0.9722417696693151,-32.2811381816864,-11.413105856345215
